,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-07-05,44022,1134,98103,23814,273416,34065,46717,12128,10482,200111,95516,280,1023,7733,147251,48201,31517,16081,16376,65226,3415,69632,109974,72941,38136,30900,24300,1212,19929,22418,5897,174524,13256,397131,72992,3816,57150,15931,10230,94403,7916,16991,44847,7063,51316,196377,24952,1249,111,65748,36959,3262,31577,1634
2020-07-06,44932,1162,101455,24253,279891,34257,46976,12293,10515,206447,97064,301,1030,8052,147865,48524,31758,16638,17152,66327,3423,69904,110137,73267,38569,31257,24748,1249,20046,22909,5914,174766,13507,397649,74775,3849,57956,16362,10395,95100,8585,16991,46380,7105,52039,206410,25469,1251,112,66102,37393,3442,32061,1675
2020-07-07,46348,1180,105094,24512,292859,34664,47033,12414,10569,213794,100470,303,1071,8539,149574,48626,32153,16860,17519,68263,3440,70396,110338,73900,39133,32214,25509,1327,20201,23785,5932,175089,13727,398237,76290,3898,58904,17220,10605,95898,8714,17154,47352,7163,53514,216769,26033,1254,116,66740,37916,3505,32556,1709
2020-07-08,48149,1222,108614,25246,301140,35116,47108,12462,10642,223783,103890,307,1094,8969,150554,49063,32624,17332,17919,70151,3460,70861,110602,74551,39589,32888,26258,1371,20425,24301,5952,175288,14017,398929,77687,3971,60181,17894,10817,96725,8745,17204,48909,7242,55986,226133,26755,1256,122,67375,38563,3707,33154,1740
2020-07-09,49695,1268,112671,26052,310753,35525,47209,12531,10679,232718,106727,309,1130,9429,151572,49575,33254,17785,18245,71994,3486,71447,110897,75063,40163,33591,27042,1466,20623,24904,5973,175567,14251,399513,79656,4071,61331,18497,11188,97542,8862,17243,50691,7336,57591,237792,27356,1272,144,67988,39202,3826,33908,1769
2020-07-10,51329,1323,116892,26803,319276,36191,47287,12652,10743,244151,111217,310,1158,9929,152899,50300,34172,18303,18672,74636,3499,71910,111110,75685,40767,34622,27716,1593,20777,25908,5991,175964,14549,400299,82032,4155,62856,19092,11454,98482,9137,17312,52419,7401,59546,247074,28223,1277,153,68931,39806,3983,34753,1790
2020-07-11,52802,1385,119930,27864,326299,36591,47287,12743,10801,254511,114401,310,1200,10506,154094,51079,34658,18687,19121,76803,3520,72467,111398,76370,41571,35419,28262,1677,20998,26838,6024,176332,14773,401029,83906,4243,64214,19779,11851,99216,9366,17312,54699,7454,61006,255320,28855,1283,167,69782,40672,4146,35679,1839
2020-07-12,54781,1479,122467,28367,331786,36913,47287,12804,10847,269811,116935,310,1220,10903,155048,51612,35410,18981,19389,78122,3539,73109,111597,76776,42281,36287,28551,1758,21172,27683,6054,176708,15028,401706,85771,4334,65592,20235,12170,99794,9654,17312,56648,7499,61960,263551,29484,1296,181,70670,41749,4244,36448,1862
2020-07-13,56168,1539,123824,28939,340931,37236,47510,12879,10906,282435,120572,312,1243,11404,155931,52037,35631,19645,19653,79827,3558,73527,111827,77198,42772,36680,29012,1843,21399,28515,6068,176995,15291,402263,87669,4442,66853,20746,12438,100330,10010,17487,58168,7524,65274,270707,30030,1301,206,71642,42295,4313,36942,1903
2020-07-14,58284,1579,128097,29812,353610,37686,47530,12969,10946,291629,123963,312,1264,11720,156638,52685,35866,19887,20223,82042,3566,74260,112130,77864,43170,37542,29970,1952,21717,29619,6091,177450,15514,403175,90000,4493,67995,21740,12805,101266,10123,17588,60389,7572,66788,281105,30478,1305,206,72443,43037,4407,37906,1950
2020-07-15,60194,1631,131354,30297,362293,38155,47636,13050,11026,301810,127838,313,1292,12449,157825,53370,36536,20349,20677,84131,3578,75016,112347,78913,43742,38567,30778,2096,21979,30468,6113,177863,15841,404006,91837,4565,69311,22814,13081,102269,10379,17640,62245,7652,69061,292477,30891,1318,243,73527,44299,4557,38727,1985
2020-07-16,62128,1693,134613,31114,372098,38726,47750,13114,11076,315775,131287,314,1311,13134,159082,54080,37350,20817,21083,86411,3598,75664,112581,79839,44347,39797,31604,2231,22134,31915,6139,178137,16138,404775,93708,4668,70601,23440,13509,103075,10574,17711,64083,7694,71540,306424,31845,1325,249,74431,45052,4657,39627,2026
2020-07-17,64152,1734,138523,31762,381075,39344,47893,13337,11115,327241,135192,314,1334,13753,160509,54813,37903,21388,21605,88590,3636,76371,112879,80593,45013,40829,32494,2366,22361,33295,6165,178234,16456,405551,95570,4792,72280,24140,13802,104079,11120,17793,66060,7789,73819,318175,32572,1334,263,75433,46022,4783,40507,2069
2020-07-18,66181,1796,141265,32533,388450,39788,47893,13429,11194,337569,139880,314,1354,14303,161785,55654,38313,21693,22184,88590,3645,77206,113238,81338,45470,41846,33428,2471,22481,34477,6188,178523,16736,406305,98092,4907,73821,25057,14149,104780,11453,17793,67612,7862,76336,327611,33332,1338,283,76373,46956,4894,41485,2108
2020-07-19,67733,1875,143624,33228,394389,40142,47893,13519,11261,350047,143129,314,1381,14874,162750,56571,38813,21996,23161,91706,3687,78131,113534,81868,46204,42638,34219,2533,22583,35765,6203,178515,16971,406807,99803,5019,74932,25266,14579,105384,12063,17793,69986,7906,78115,335654,34117,1350,283,77430,47751,4990,42315,2126
2020-07-20,69236,1950,145183,33927,405371,40566,48055,13624,11339,360394,145582,319,1393,15268,163922,57206,39343,22656,23414,94892,3711,78685,113789,82395,47107,43889,34852,2620,22847,36713,6249,178755,17215,407326,101231,5126,76168,25436,14847,106405,12461,17904,71445,7943,79754,344484,34526,1360,304,78375,48590,5084,43018,2187
2020-07-21,70600,2042,148683,34655,416450,41059,48096,13746,11427,369834,148988,319,1418,15823,164864,57916,39721,22929,24060,96583,3723,79545,114033,83059,47457,45524,35946,2711,23190,37528,6262,179106,17517,408181,103216,5207,77215,26326,15139,107460,12940,17986,73337,8019,81944,352767,35012,1366,304,79371,49250,5172,44135,2238
2020-07-22,72594,2131,150609,35246,428241,41698,48223,13792,11529,379619,152302,330,1435,16322,166475,58673,40208,23480,24540,99354,3722,80172,114320,83730,47961,47071,37224,2812,23486,38657,6295,179549,17828,408886,105276,5367,78742,27298,15393,108187,13038,18062,75042,8077,84417,364292,35578,1366,320,80393,49982,5212,44847,2288
2020-07-23,74685,2193,152944,36259,437338,42313,48232,13924,11571,389868,156607,337,1490,16737,168096,59602,40796,23955,25147,101650,3737,80836,114647,84431,48721,48053,38757,2909,23818,39919,6318,179834,18163,409697,107125,5493,80186,27969,15713,109037,13473,18148,76606,8143,86987,373803,36099,1377,336,81237,50832,5452,45899,2347
2020-07-24,76795,2249,156301,37249,446585,42980,48776,14202,11649,402312,161420,337,1549,17265,169696,60598,41434,24553,25932,103734,3757,81766,114985,85072,49488,49585,40341,3038,24174,40885,6375,180332,18475,410450,109728,5614,81746,29116,16104,110292,13967,18224,78607,8200,89078,381162,36962,1385,352,82364,51870,5653,46917,2405
2020-07-25,78188,2339,160041,37981,452831,43789,48776,14175,11717,414511,165188,337,1620,17265,171122,61520,41886,25008,26764,103734,3790,83054,115268,85622,50291,50981,41696,3259,24395,41816,6415,180881,18788,411200,111421,5736,83184,30081,16104,111115,14540,18224,80008,8305,90796,390803,37623,1396,352,83609,52669,5775,47870,2446
2020-07-26,79948,2525,162014,38623,458378,44336,48776,14290,11780,423855,167953,337,1683,18178,172663,62372,42357,25289,27082,107574,3814,83748,115637,86661,51153,52154,42849,3341,24618,42843,6436,181415,19042,411736,112937,5876,84073,31285,16758,111745,15143,18224,81199,8395,93936,394669,37973,1400,352,84567,53339,5889,48827,2475
2020-07-27,81256,2623,163827,39447,464577,44565,48983,14406,11858,432747,170843,349,1711,18692,173894,62907,42696,25805,27586,109917,3832,84876,115926,87173,51803,52781,44129,3380,24899,43831,6441,181910,19502,412344,114916,5986,85177,32685,17088,112995,15431,18515,82417,8444,96489,401119,38409,1402,364,86072,54201,5999,49417,2520
2020-07-28,82698,2730,165934,40181,477355,45314,49077,14476,11945,441977,175052,351,1757,19220,174968,63678,42928,26055,28111,111038,3838,85524,116182,87958,52281,54085,45827,3474,25157,44936,6500,182457,19791,412878,116700,6141,86497,33775,17408,114083,15840,18725,84109,8492,99044,409885,38855,1405,375,86994,54979,6120,50179,2589
2020-07-29,84652,2798,168273,40968,491537,45796,49540,14602,11999,451423,178323,354,1865,19674,176363,64299,43623,26588,28727,112773,3866,86285,116684,88974,52947,55804,47558,3676,25422,45806,6513,182797,20136,413593,118387,6227,87893,34623,17721,114939,16061,18800,85846,8641,100822,420556,39194,1406,385,87993,55751,6277,51049,2628
2020-07-30,86664,2879,170798,41759,499519,46204,49670,14689,12057,461379,182286,356,1989,20242,178135,65253,44285,26881,29386,114481,3888,87177,117098,89781,53692,57579,49638,3814,25766,46824,6544,183205,20388,414370,120532,6301,89626,35740,18131,115807,16572,18950,87572,8685,102871,429579,39696,1407,385,88904,56736,6375,52108,2686
2020-07-31,88266,2990,174010,42511,507206,46809,49810,14788,12057,470386,186352,356,2111,20716,180115,66154,44753,27362,30151,116280,3912,88346,117612,90574,54463,58747,51091,3965,26211,48088,6583,183953,20600,415014,122298,6469,91159,36487,18492,116787,16781,19022,89016,8764,105959,440681,40196,1414,406,89888,57586,6579,52940,2726
2020-08-01,90299,3136,177002,43173,513078,47267,49810,14877,12057,480028,190012,356,2197,21110,181754,67122,45293,27590,30723,116280,3937,89365,118040,91332,55188,59881,52101,4081,26391,49074,6614,184358,20796,415767,124006,6602,92087,37731,18817,117468,17872,19022,90599,8867,108184,446789,40702,1421,421,90801,58216,6738,54002,2769
2020-08-02,91458,3280,178467,43810,518282,47727,49810,14949,12057,487132,193177,368,2242,21110,183224,67857,45723,27869,31185,119747,3958,90274,118458,91758,55947,60553,52659,4193,26702,50205,6634,184709,21016,416298,125330,6660,93031,38225,19097,118033,18411,19022,91788,8955,109627,449977,41175,1426,421,91782,58767,6858,54924,2808
2020-08-03,92502,3341,179497,44597,522847,47968,50062,15055,12313,491884,195435,375,2448,21670,184522,68433,45905,28432,31508,120846,3970,91144,118657,92374,56560,61125,53720,4233,26956,51199,6660,185017,21130,416843,127630,6785,93963,38602,19366,118894,18791,19246,92951,9020,110636,459256,41529,1427,439,93106,59447,6978,55328,2848
2020-08-04,93457,3394,180505,45381,532850,48394,50110,15137,12398,497330,197948,389,2591,22236,185993,69255,46231,28782,32197,124461,3977,91854,119203,93175,57162,62199,54933,4314,27178,52179,6693,185410,21340,417589,128715,6933,95106,39463,19699,119724,19324,19390,94190,9079,112441,470160,41907,1431,463,94251,60132,7059,56056,2884
2020-08-05,95323,3448,182203,46293,537165,48988,50225,15296,12443,502739,201713,397,2763,22708,187752,69975,46836,29251,32741,125943,3994,92426,119643,93893,57779,63444,56075,4429,27489,52828,6719,185810,21566,418225,129733,7057,96305,40564,19978,120446,19651,19481,95472,9168,114098,480704,42328,1436,481,95049,60963,7162,56940,2923
2020-08-06,97044,3483,183656,47028,547639,49436,50245,15365,12518,510389,204895,411,2914,23401,189705,71015,47559,29612,33254,127246,3999,93005,119874,94656,58640,64400,57142,4602,27821,53557,6742,186233,21773,418928,131802,7177,97471,41401,20224,121247,19934,19611,96797,9273,116350,488041,42915,1445,501,95867,61686,7278,57779,2953
2020-08-07,98895,3536,185053,48039,553552,49893,50320,15445,12589,518075,209004,411,3115,23925,191808,72254,48040,30132,33796,128746,4016,93806,120291,95470,59185,65436,58221,4757,28104,54533,6779,186640,21965,419642,133337,7327,98675,42255,20635,122028,20686,19738,98219,9371,118782,495960,43375,1448,522,97882,62583,7452,58768,3000
2020-08-08,99854,3613,186107,48811,560936,50324,50320,15502,12653,526577,213427,411,3346,24497,193998,73287,48535,30445,34578,128746,4028,94581,120711,96191,60101,66646,58361,4889,28245,55419,6818,187033,22115,420345,134948,7508,99969,43080,21010,122665,21424,19738,99460,9477,120585,502563,43751,1454,528,99189,63189,7563,59933,3015
2020-08-09,101466,3711,186923,49383,566043,50660,50320,15575,12753,532806,216596,418,3498,24675,195380,74328,48919,30644,34982,131399,4044,95503,121040,96726,60898,67173,59701,4952,28432,56230,6835,187399,22315,420860,136346,7596,100848,43566,21272,123312,22121,19738,100435,9605,122712,507929,44127,1459,528,100086,63769,7695,60554,3050
2020-08-10,102391,3774,187523,50028,579653,51038,50567,15634,12807,536961,219025,418,3638,25104,196699,74992,49165,31169,35254,131961,4051,96258,121315,97306,61516,67649,60712,5017,28696,56972,6840,187705,22444,421336,137562,7713,101731,43963,21488,124221,22821,19934,101159,9663,123914,513939,44390,1462,547,100749,64260,7757,61061,3042
2020-08-11,103485,3819,188737,50411,585315,51441,50684,15699,12896,542792,222588,449,3756,25598,198248,75862,49521,31454,35793,133125,4052,96843,121707,98213,61839,68293,61792,5104,29030,57520,6861,188184,22643,422003,138743,7885,102826,44728,21774,125016,23403,20053,102130,9713,124915,522215,44752,1472,576,101745,64800,7879,61785,3073
2020-08-12,104219,3879,189443,51096,596862,51756,50706,15765,12959,550901,226153,449,3958,26134,199893,76522,49973,32086,36945,134304,4070,97384,122000,98689,62303,69374,63294,5268,29244,58048,6887,188703,22816,422703,139739,7970,104248,45398,22022,125918,24074,20129,102974,9815,126393,528743,45090,1478,639,102521,65439,8018,62263,3086
2020-08-13,104976,3963,190794,51766,602811,52219,50782,15967,13024,557137,228668,477,4312,26629,201727,77565,50373,32462,37686,135439,4089,98160,122423,99856,62993,69986,64755,5407,29660,58650,6921,189397,22987,423440,140824,8171,105426,46103,22300,126905,24446,20240,103909,9897,128511,535743,45424,1484,682,103622,66254,8163,63206,3119
2020-08-14,106096,4073,191721,52392,617459,52538,50897,16340,13118,563285,231895,502,4543,27171,204023,78632,51247,33015,38298,136737,4116,98875,122728,100724,63723,70930,66122,5541,29988,59749,6964,190016,23160,424167,142170,8322,106557,46897,22613,127732,25128,20335,104841,10024,130458,545700,45976,1501,704,104838,66989,8277,64227,3183
2020-08-15,106926,4156,192654,51992,622431,52838,50897,16396,13159,569637,235168,502,4825,27475,205851,79676,52065,33885,38930,136737,4144,99693,123199,101782,64413,71755,67292,5659,30241,60608,6980,190332,23302,424901,143704,8444,107674,47798,23018,128531,25695,20335,105882,10118,131747,552814,46321,1509,734,105750,67581,8462,65056,3227
2020-08-16,107667,4259,193537,52665,627796,53176,50897,16451,13220,573416,237030,502,5042,27656,207412,80415,52447,33885,38930,137918,4168,100212,123593,102259,65152,72136,68459,5750,30372,61305,6988,190372,23408,425508,144952,8587,108287,48342,23262,129070,26006,20335,106497,10274,133708,560484,46652,1515,741,106687,67854,8567,65741,3286
2020-08-17,109092,4309,194005,53077,633339,53370,51267,16536,13273,576094,238861,577,5215,27937,209185,81006,52829,34599,39691,138485,4197,100715,123841,102749,65716,72412,69514,5792,30563,61967,7004,190732,23500,425916,145516,8647,109062,48711,23451,129647,26760,20572,106953,10360,134744,565979,46894,1527,760,107421,68386,8641,66196,3331
2020-08-18,110415,4371,194920,53487,641991,53631,51255,16593,13325,579932,241677,599,5349,28321,210924,81847,53201,34859,40299,139125,4213,101235,124063,103402,66092,73207,70350,5846,30825,62639,7017,191113,23579,426571,146779,8782,109910,49312,23676,130247,27713,20692,107672,10441,135770,573798,47157,1530,796,108282,68922,8738,66196,3360
2020-08-19,111696,4438,195557,54216,651034,53901,51314,16643,13354,584047,243982,599,5609,28680,213220,82336,53523,35403,40926,139903,4235,101649,124415,104091,66618,74555,71605,5956,31040,63028,7036,191483,23749,427202,147925,8968,110881,49923,23870,130905,27934,20795,108411,10566,137800,579406,47521,1533,828,109019,69662,8807,67493,3431
2020-08-20,112737,4520,196280,54765,655845,54230,51432,16718,13409,588602,246741,704,5844,29110,215052,83277,54533,35890,41626,140821,4253,102229,124728,104618,67308,75449,72671,6072,31348,63584,7050,191624,23951,427803,149904,9242,112003,50669,24165,131692,28143,20871,109320,10691,139175,584628,47982,1537,869,109879,70180,8987,68233,3457
2020-08-21,114212,4588,196899,55652,662393,54230,51519,16770,13469,593286,249630,767,6072,29364,217345,84317,55331,36884,42265,141720,4286,102899,125216,104618,68133,76323,73929,6216,31626,64433,7071,191955,24095,428512,151910,9474,113046,51746,24421,132417,28846,21022,110378,10884,140844,590409,48445,1541,932,110857,71007,9077,69059,3524
2020-08-22,114809,4677,197895,56199,667587,54883,51519,16828,13534,597597,252222,767,6356,29659,219701,85317,55996,37371,43066,141720,4318,103523,125360,106044,68867,77268,75235,6376,31780,65069,7094,192510,24302,429165,153640,9736,114165,52599,24710,133160,29577,21022,111295,11135,142083,594188,48814,1553,932,112072,71471,9185,70009,3543
2020-08-23,115485,4741,198103,56574,672383,55143,51519,16895,13534,600571,253949,767,6600,29845,221594,85932,56446,37641,43066,142943,4336,104102,125360,106808,69584,77894,76043,6429,31889,65601,7107,192691,24396,429737,155113,9876,114802,53165,24937,133679,29896,21022,111988,11276,143937,598910,49115,1557,932,112960,71814,9273,70462,3578
2020-08-24,116045,4810,198414,56894,678544,55341,52011,16942,13639,602829,256253,907,6769,30057,223206,87592,56909,38523,43898,143566,4357,104669,126022,107686,70298,78405,76845,6489,32047,66010,7140,192970,24542,430145,156396,10000,115651,53522,25155,134204,30618,21302,112551,11425,144604,603381,49364,1566,984,113623,72161,9315,70854,3603
2020-08-25,118190,4843,199273,57374,683935,55800,52040,16962,13684,605502,258354,984,6984,30465,224887,88421,57606,38836,44568,144116,4369,105046,126420,108637,70707,79206,77640,6624,32348,66413,7156,193315,24606,430774,157741,10229,116495,54172,25391,134760,30720,21372,113488,11505,145417,609534,49767,1572,998,114626,72634,9399,71492,3632
2020-08-26,119904,4895,199459,58023,689691,55993,52220,16986,13684,608722,260590,1120,7260,30771,227043,89359,58807,39859,45230,144960,4389,105486,126756,109480,71236,80110,78992,6785,32727,66666,7156,193652,24732,431340,158985,10467,117584,54838,25571,135279,30744,21454,114093,11571,147353,615772,50174,1577,1030,115448,73217,9544,72260,3680
2020-08-27,121041,4974,200139,58745,694375,56343,52350,16976,13794,611991,263074,1232,7566,31113,228750,90504,61488,40334,45978,145637,4414,106063,127124,110343,72390,80695,80484,6929,33101,67220,7194,194002,24920,432131,161076,10800,118828,55550,25761,135912,31383,21589,114598,12194,149179,619814,50557,1586,1052,116569,73801,9633,73138,3733
2020-08-28,122879,5092,200658,59583,699805,56773,52495,17083,13851,615806,265372,1287,7830,31376,231186,91313,62828,41027,46757,146243,4436,106664,127584,111136,73240,81294,81952,7063,33436,67852,7216,194407,25042,432767,162491,11110,120124,56260,26054,136781,31988,21683,115951,12517,150815,625053,50948,1589,1075,117592,74420,9826,73981,3803
2020-08-29,124155,5182,201287,60378,704167,57040,52495,17349,13925,619003,267758,1287,8139,31668,233066,92434,63612,41570,47577,146243,4492,107294,128030,111136,74257,82029,83445,7251,33753,68461,7246,194782,25178,433402,165076,11484,121320,57353,26293,137576,32550,21683,117249,12942,152280,630092,51406,1605,1118,118809,74885,9970,74800,3795
2020-08-30,124944,5226,201661,60856,707908,57223,52495,17343,13959,621586,268973,1287,8339,31858,235058,93313,64599,41736,48031,147867,4514,107791,128229,112526,75189,82676,84706,7340,34046,68908,7254,195098,25283,434100,166127,11702,122260,58119,26554,138134,32848,21683,118324,13322,153115,632865,51854,1616,1129,119747,75195,10109,75337,3829
2020-08-31,126500,5263,201835,61224,714572,57424,52879,17429,13992,623471,270471,1395,8472,32081,236724,94196,65139,42579,48396,148193,4529,108249,128533,113025,75864,82950,85873,7421,34287,69228,7275,195500,25352,437154,167309,11816,123155,58733,26713,138795,33199,21949,118992,13509,154933,636201,52107,1624,1134,120594,75502,10249,75603,3850
2020-09-01,127234,5297,202342,61497,717680,57775,53006,17535,14049,631040,272697,1447,8653,32353,238216,94891,65847,42940,49185,148882,4549,108863,128888,113820,76355,83584,86966,7509,34574,69633,7297,195879,25460,437757,169424,12000,124606,59398,26946,139548,33421,22002,119846,13749,156329,641231,52403,1635,1143,121615,75977,10513,76584,3874
2020-09-02,128240,5362,202861,62112,723228,58019,53108,17549,14077,633442,274613,1494,8991,32664,240344,95750,66463,43823,49991,149838,4568,109319,129182,114468,77085,84365,88431,7691,34995,69872,7309,196225,25612,438405,170553,12267,125767,60118,27075,140532,34003,22078,120503,14003,157831,645406,52822,1637,1144,122518,76537,10658,77129,3911
2020-09-03,129225,5464,203953,63081,728194,58287,53209,17653,14135,637013,277288,1560,9202,32927,241704,96854,67691,44364,50885,150651,4618,110012,121546,115242,78123,85116,89854,7871,35469,70223,7347,196651,25812,439322,172201,12629,127112,61027,27336,141570,34198,22143,121696,14337,159546,648964,53326,1637,1150,123637,77034,10855,77856,3941
2020-09-04,130373,5584,204681,64175,732939,58287,53365,17752,14186,640211,279354,1619,9473,33193,247298,97884,68744,45334,51677,151473,4633,110831,121758,116295,78966,85939,91441,8019,35661,70712,7368,197163,25902,440192,174253,12973,128444,62040,27601,142495,34241,22243,123325,14596,160597,654952,53839,1642,1150,124738,77559,11042,79354,3990
2020-09-05,130914,5677,205517,64690,737450,58986,53365,17892,14238,643867,281548,1619,9693,33474,250102,98961,69690,45624,52464,151473,4633,111607,122196,117191,79880,86478,93365,8164,35805,71102,7424,197531,26048,441012,175815,13334,129785,63187,27856,143280,34492,22243,124289,14889,162362,659411,54272,1647,1167,125727,77979,11293,80300,3990
2020-09-06,131690,5760,205767,65377,740843,59271,53365,18043,14279,646431,283199,1619,9855,33664,251515,99804,70215,45794,52774,152868,4683,112119,122562,117191,80587,86888,94674,8264,35886,71610,7447,197871,26107,441748,176901,13631,130558,63607,28044,143824,34533,22243,124952,15109,164126,661911,54660,1648,1181,126926,78295,11418,81193,4032
2020-09-07,132221,5793,205964,65727,742903,59484,53365,18249,14315,648269,283807,1619,9959,33738,252884,100394,70537,46313,53064,153177,4701,112883,122791,118403,81225,87130,95580,8316,35975,71967,7476,198237,26144,442315,177919,13801,131336,64220,28190,144540,35375,22243,125607,15300,165109,662778,55033,1651,1190,127571,78492,11575,81760,4032
2020-09-08,133005,5828,206045,66021,746352,59671,53782,18308,14362,650092,285350,1713,10025,33978,254276,100780,71019,46976,53319,153433,4714,113239,122962,118902,81608,87379,96376,8381,36469,72104,7494,198588,26181,442817,178635,13872,131992,65053,28356,145156,35504,22592,125908,15403,165754,666409,55359,1654,1191,128407,78781,11662,82477,4105
2020-09-09,134061,5891,206541,66406,749284,59911,53871,18308,14387,652259,287300,1758,10123,35353,255613,101485,71595,47387,53977,154955,4713,113575,123143,119872,81868,87805,97702,8468,36917,72258,7494,198984,26268,443409,179536,14110,132965,65929,28471,146029,35507,22676,126213,15571,166606,671279,55673,1656,1197,129289,79280,11814,83334,4152
2020-09-10,135138,6012,207002,66804,752889,60175,54093,18466,14412,654731,289123,1846,10292,34617,257566,102243,72458,47757,54772,155419,4633,114078,123546,120846,82249,88322,98966,8663,37373,72546,7573,199455,26429,444071,180754,14443,134086,66700,28471,146696,36279,22782,126592,15834,168237,673462,56019,1661,1201,130525,79880,11814,84881,4199
2020-09-11,136107,6104,207523,67911,756874,60482,54326,18559,14493,658381,290781,1863,10459,34950,259879,103505,73399,48333,55704,156174,4792,114724,123986,122251,82716,89175,100508,8785,37851,72806,7620,199985,26563,445102,182286,14684,135326,67642,28865,147703,36581,22905,129046,16117,169859,679032,56675,1668,1201,131640,80374,12177,86250,4264
2020-09-12,137166,6207,208128,69710,760879,60896,54326,18726,14493,661571,292905,1863,10588,35167,261999,104561,74205,48621,56415,156174,4834,115533,124540,123058,83588,89620,102510,8925,38120,73220,7652,200464,26661,446028,183738,15151,136568,68659,29156,148635,37092,22905,129978,16437,170891,681899,57247,1677,1211,132868,80738,12528,87603,4297
2020-09-13,137861,6268,208512,70219,763598,61313,54326,18849,14592,663994,294314,1863,10700,35279,263459,105804,74676,48721,56945,157455,4863,116110,124826,123058,84311,89874,104192,9021,38188,73537,7696,200795,26761,446862,184936,15577,137405,69354,29337,148635,37380,22905,131864,16638,171824,686166,57875,1684,1220,133814,81056,12705,89185,4346
2020-09-14,138619,6343,208725,70627,767195,61687,54895,18937,14622,665730,295337,1927,10779,35532,264831,106540,75064,49612,57282,157947,4904,116646,125080,124287,84949,90018,105500,9107,38642,73814,7714,201183,26842,447524,185780,15831,138484,70223,29337,150000,37750,23130,132680,16801,174274,690216,58438,1696,1221,134571,81392,12830,89956,4394
2020-09-15,139660,6384,209209,71497,770276,62099,55031,19137,14687,668846,296994,1966,10844,35810,266295,107229,75721,49936,58000,158318,4918,117245,125393,124976,85351,90523,106875,9244,38970,74040,7750,201675,26923,448213,186887,16064,139485,71314,29662,151044,38172,23250,133470,16994,175231,697241,59000,1702,1232,135514,81776,12986,91304,4440
2020-09-16,140423,6432,209907,72219,773706,62686,55166,19234,14743,671201,299056,2013,10946,36093,268238,107809,76652,50670,58764,158826,4941,117888,125699,125742,85813,91234,108117,9431,39419,74248,7781,202129,27041,448897,188024,16333,140518,72284,29850,151850,38284,23358,134122,17291,177087,701187,59747,1702,1232,136359,82193,13202,92712,4566
2020-09-17,141454,6537,211660,73211,777473,63145,55386,19318,14790,674456,300903,2045,11105,36489,270294,108646,77204,51106,59370,159304,4962,118519,126128,126722,86722,91935,109825,9647,39921,74595,7781,202762,27199,449922,189576,16723,141585,73318,30060,152775,38867,23488,135446,17686,178140,705749,60658,1705,1238,137460,82610,13434,94746,4652
2020-09-18,142768,6644,212942,74082,781897,63750,55527,19366,14852,677660,302854,2074,11217,36959,272517,109683,78839,52067,60128,160283,5002,119062,126582,127500,87807,92432,111660,9871,40387,75096,7861,203302,27350,450753,190973,17230,142596,74567,30342,153522,39684,23620,136318,18075,180497,709198,61775,1706,1257,138702,83239,13685,97279,4747
2020-09-19,143578,6729,213551,75160,785648,64356,55527,19449,14902,681233,305021,2074,11326,37247,275041,110759,79804,52428,61106,160283,5034,119744,127181,128087,88721,93087,113104,10163,40797,75419,7920,203798,27512,451655,192247,17607,143547,75804,30599,154236,40993,23620,137240,18444,181439,712051,62852,1710,1257,139655,83622,13889,99562,4781
2020-09-20,144325,6822,214021,75723,788422,64857,55527,19566,14955,683754,306155,2074,11403,37491,276443,111505,80410,54841,61542,161219,5077,120156,127540,128087,90017,93364,114397,10299,41083,75804,7947,204291,27579,452507,193547,17958,144309,76807,30801,154867,41838,23620,137708,18696,183514,717727,63772,1715,1269,140511,83925,14062,101227,4872
2020-09-21,145202,6892,214251,76364,792461,65399,56024,19667,14978,685439,307339,2147,11459,37901,277920,112027,81007,55170,61917,161462,5106,120568,127796,129662,90942,93556,115779,10429,41388,76036,7952,204770,27683,453142,194355,18244,145165,77908,30995,155693,42476,23932,138124,18869,184409,739487,64394,1719,1269,141138,84270,14181,102498,4944
2020-09-22,145859,6936,214846,76981,795518,66053,56160,19761,15021,687909,308294,2190,11522,38347,279453,112626,81618,56186,62731,162214,5146,120912,127969,130357,91422,94021,116876,10700,41785,76298,7990,205279,27790,453730,195548,18508,145850,79072,31313,156477,42596,24044,140789,19189,185148,746471,65044,1721,1278,142010,84814,14394,104170,5016
2020-09-23,146897,7004,215284,77963,799035,66669,56315,19830,15050,690499,310161,2235,11689,38743,281303,113337,82871,56546,63515,162645,5170,121297,128512,131259,92100,94573,118454,10912,42278,76807,8007,205771,27987,454299,196500,18981,146753,80161,31503,157336,42660,24177,141686,19634,186798,747945,65921,1722,1290,142590,85397,14515,105932,5169
