,USA,RUS,JPN,IND,CHN,COL,MEX,BRA,UKR,PER,SWE,ITA,ESP,NLD,CHL,DEU,MYS,CAN,GBR,FRA,BEL,AUS,PAK,DNK,NZL,FIN,ALB,GNB,BOL,CPV,LKA,CYP,PAN,KEN,MKD,MUS,BTN,CHE,ROU,YEM,ERI,BDI,VNM,BRN,PHL,BWA,TTO,LBY,EST,ECU,ISR,BGD,COG,MNG,NAM,KWT,CIV,STP,TUN,MDG,MAR,SMR,BLR,TZA,ETH,HRV,TUR,LIE,OMN,NER,BFA,MCO,TGO,CUB,NPL,KAZ,SRB,KNA,DMA,IRL,CMR,PRT,NGA,LUX,TLS,MWI,JOR,LTU,BHR,MNE,TCD,AGO,SYR,GTM,NIC,ARM,SWZ,UZB,COD,HTI,ZAF,MDV,CAF,MLI,PNG,BEN,GUY,KGZ,GEO,BHS,ZWE,SEN,ARE,LAO,VCT,SSD,SLV,JAM,LCA,GIN,AZE,SUR,FJI,MMR,SYC,ATG,LBR,GRD,QAT,AUT,VEN,CZE,ARG,UGA,KOR,ISL,GRC,BLZ,MRT,EGY,LBN,GHA,RWA,SLE,GAB,IRQ,AFG,MDA,PRY,MLT,MOZ,AND,SVK,NOR,GMB,CRI,IRN,IDN,SGP,BIH,DOM,THA,DJI,HUN,BRB,SOM,LVA,GNQ,SVN,SDN,ZMB,TWN,BGR,SAU,HND,DZA,POL,URY,KHM
2021-07-30,35031500,6161985,914182,31613993,104973,4776291,2829443,19887058,2331950,2108595,1100040,4343519,4447044,1892281,1614629,3774918,1095486,1438021,5857639,6166759,1124715,34130,1029811,317168,2871,106008,133036,4451,471958,33763,306662,102291,434460,201954,156299,3913,2508,717665,1083033,7058,6545,7080,141122,336,1580824,106690,38557,249114,133308,486544,871343,1240115,13186,162869,118429,397098,50004,2446,586146,42652,615999,5143,445048,1017,280024,363397,5704713,3187,295857,5616,13573,2873,15624,375721,693109,633469,721620,589,210,299549,82064,966041,173411,73870,10744,51809,770150,282416,269080,101785,4973,42646,25954,365528,9470,229867,25515,128403,49562,20077,2435036,77309,7151,14574,17673,8394,22458,161973,416338,14677,107490,61245,679321,5919,2291,11049,86620,52684,5581,25564,343216,25287,28660,294460,18275,1303,5404,164,226077,658518,304726,1673429,4919408,93675,198345,7801,490552,14163,25423,284215,560396,103019,69838,6279,25384,1616384,146523,259356,452085,34201,119950,14678,776358,137471,7709,406814,3851162,3372374,64861,205655,341510,578375,11651,809491,4379,15358,138799,8880,259079,37138,195096,15662,424872,522108,297111,170189,2882786,381364,76585
2021-07-31,35065721,6185249,926604,31655824,105050,4785320,2848252,19922146,2333409,2111393,1100040,4350028,4447044,1895343,1615771,3776724,1113272,1438457,5883421,6190621,1124715,34383,1034837,317909,2874,106802,133081,4479,473506,33791,308812,102926,435655,203213,156380,3913,2515,717665,1083189,7061,6547,7080,150060,337,1588965,106690,38811,249114,133557,487372,874018,1249484,13186,164155,118922,397831,50135,2454,589565,42663,623528,5143,446040,1017,280365,363615,5727045,3187,295857,5623,13573,2889,15798,384596,695389,633469,721918,593,210,300976,82064,968631,173908,73870,10898,52347,770712,282818,269186,101927,4973,42777,25963,368484,9470,230110,25979,129327,49917,20077,2447454,77432,7151,14584,17717,8394,22523,162892,419534,14840,108860,62290,680858,6299,2291,11049,86620,52895,5610,25688,343849,25351,29781,299185,18328,1303,5404,164,226239,659056,305766,1673576,4929764,93927,199787,7959,493304,14163,25691,284262,561380,103019,70698,6283,25384,1626599,147154,259478,452388,34295,122028,14678,776444,137627,7709,406814,3871008,3409658,64981,205655,341905,597287,11651,809491,4390,15403,138863,8880,259215,37138,195816,15674,425054,525730,297111,171392,2882939,381517,77243
2021-08-01,35109562,6207513,936852,31695958,105149,4794414,2854992,19942499,2334433,2113201,1100040,4355348,4447044,1897729,1616942,3778277,1130422,1438817,5907594,6210335,1124715,34612,1039695,318807,2878,107321,133121,4498,473899,33822,311349,103668,436475,203680,156452,3913,2518,717665,1083341,7070,6547,7080,157507,337,1597689,106690,38930,253436,133685,487598,875801,1264328,13186,164155,119285,398538,50278,2454,595532,42665,629717,5143,446998,1017,280565,363758,5747935,3190,296835,5637,13588,2891,15870,394343,697370,649207,722221,594,218,302074,82064,970937,174315,73870,10966,52631,771753,283016,269303,102092,4973,42815,25983,369626,9470,230339,26220,130216,49917,20077,2456184,77547,7151,14587,17717,8394,22523,163846,422188,14840,109546,63002,682377,6566,2291,11049,86620,53237,5610,25801,344520,25402,30413,302665,18362,1303,5404,164,226390,659508,306673,1673694,4935847,94195,201002,8051,494907,14163,25973,284311,562527,103019,71346,6283,25384,1635993,147501,259549,452698,34375,123541,14678,776512,137853,7709,406814,3903519,3440396,65102,205655,342267,615314,11652,809491,4407,15456,138899,8880,259273,37138,196293,15688,425148,526814,297111,172564,2883029,381569,77914
2021-08-02,35227314,6230482,945330,31726507,105242,4801050,2861498,19961374,2335237,2114445,1100040,4358533,4502983,1899888,1617852,3779797,1146186,1439032,5929881,6218927,1129018,34836,1043277,319592,2878,107666,133146,4498,474538,33830,313769,103945,436812,204271,156506,4393,2524,719684,1083478,7081,6559,7505,157507,338,1605762,115220,39039,256328,133771,487598,879650,1280317,13216,167229,119442,399343,50341,2454,596775,42672,633923,5147,447754,1017,280833,363787,5770833,3192,297122,5637,13591,2897,15924,403622,699649,656734,722607,594,218,303426,82064,972127,174759,73990,10982,52987,771753,283246,269401,102184,4973,42970,26005,370258,9470,230476,26628,131079,50193,20157,2461758,77633,7151,14589,17774,8394,22523,164743,423843,14840,110855,63520,683914,6765,2297,11063,87498,53237,5632,25914,344951,25439,31513,306354,18411,1303,5404,164,226540,659872,307570,1673769,4947030,94425,202203,8122,497061,14163,26202,284362,563124,104994,72066,6288,25405,1648727,147985,259667,453031,34439,124962,14747,776534,138265,7709,406814,3940708,3462800,65213,205785,342660,633284,11653,809646,4417,15497,138925,8911,259304,37138,196490,15702,425541,526814,300572,173922,2883120,381715,78474
2021-08-03,35330515,6251953,957431,31769132,105346,4807979,2880409,19993870,2336603,2116652,1101900,4363374,4523310,1902261,1618457,3782344,1163291,1441275,5951736,6243225,1130758,35089,1047999,320412,2880,108358,133211,4588,475265,33858,316219,104438,437744,205356,156543,4393,2532,720743,1083711,7086,6564,7518,174461,338,1612541,115220,39162,258467,133978,487702,882798,1296093,13216,167229,119797,400128,50499,2457,596775,42674,642683,5167,448335,1017,281300,363973,5795665,3194,297431,5658,13591,2926,16053,413251,702097,664724,723031,600,218,304310,82064,974203,175264,74042,11100,53503,773657,283656,269495,102403,4973,43070,26026,373047,9853,230713,27467,131978,50529,20307,2470746,77758,7151,14595,17774,8394,22643,165540,428670,15011,112435,64024,685462,7015,2297,11076,87498,53543,5652,25992,345882,25549,32733,311067,18470,1303,5459,164,226710,660262,308452,1673926,4961880,94537,203926,8233,501030,14284,26555,284415,564354,105512,72841,6292,25405,1660371,148572,259828,453367,34508,126391,14766,776608,138740,8296,411123,3979727,3496700,65315,205825,342850,652185,11655,809672,4422,15594,139037,8911,259486,37138,197123,15721,426003,526814,300572,175229,2883284,381853,79051
2021-08-04,35427187,6274006,971743,31812114,105433,4815063,2901094,20034407,2338123,2119068,1102829,4369964,4545184,1905249,1619183,3786003,1183110,1442255,5980887,6272466,1132934,35391,1053660,321344,2881,109230,133310,4629,476097,33906,318775,105036,438781,206691,156707,4493,2540,721776,1083982,7096,6568,7518,181756,338,1619824,115220,39345,260951,134221,489089,885766,1309910,13216,168673,119984,400979,50650,2463,602757,42685,653286,5178,449302,1017,281811,364244,5822487,3195,297724,5663,13599,2940,16232,422614,705072,672895,723518,600,218,305527,82064,977406,176011,74144,11145,54178,774554,284191,269617,102660,4974,43158,26044,377446,9853,230993,28535,132901,50793,20307,2484009,77895,7151,14605,17774,8608,22643,166236,432903,15124,113526,64522,686981,7305,2298,11081,87498,53639,5671,26188,346878,25614,33920,315118,18546,1311,5459,164,226874,660854,309218,1674183,4975616,94739,205702,8353,503885,14331,26902,284472,565896,106053,73610,6296,25440,1673084,148933,260024,453794,34590,127425,14797,776716,139218,8392,412918,4019084,3532567,65410,205949,343186,672385,11655,809731,4433,15658,139134,8928,259625,37138,197791,15742,426432,526814,303387,176724,2883448,381994,79634
2021-08-05,35538110,6296570,987060,31856757,105563,4821603,2922663,20073891,2339731,2121061,1103693,4377188,4566571,1908725,1620389,3789460,1203706,1443778,6010896,6299415,1134907,35698,1058405,322292,2881,109982,133442,4679,476795,33941,321429,105611,439599,208262,156926,4592,2543,722801,1084226,7104,6573,7714,189066,339,1627816,122574,39577,262948,134479,490356,890201,1322654,13216,171097,120221,401697,50893,2465,602757,42685,665325,5179,450445,1017,282498,364491,5846784,3197,298020,5669,13599,2961,16232,431013,708079,681077,724097,600,218,307019,82064,979987,176577,74212,11225,54715,775251,284432,269737,102879,4976,43269,26059,381514,9853,231322,29397,133852,51048,20326,2497655,77999,7151,14615,17774,8608,22789,167076,436573,15191,114489,65333,688489,7511,2298,11090,88371,53839,5688,26188,348074,25716,34888,319250,18617,1320,5461,164,227055,661359,309981,1674410,4989402,94904,207406,8508,506672,14382,27231,284523,567044,106434,74364,6303,25440,1684955,149361,260183,454194,34668,129036,14809,776781,139778,8505,414745,4057758,3568331,65508,206031,343512,693305,11656,809803,4443,15735,139204,8928,259764,37138,198455,15753,426932,526814,304181,178013,2883624,382155,80225
2021-08-06,35793407,6318643,1002867,31895385,105672,4828583,2944226,20116562,2341399,2122557,1104538,4383787,4588132,1912010,1621571,3792848,1224595,1445330,6042529,6325146,1136726,36051,1063125,323166,2881,110720,133591,4702,476795,33976,324223,106191,439599,209823,157251,4592,2544,723968,1084456,7131,6576,8088,193381,339,1638345,122574,39577,264827,134720,491185,893105,1335260,13216,171097,120495,402293,51028,2468,605205,42685,676683,5183,451740,1017,283082,364599,5870741,3203,298020,5676,13607,2973,16559,439899,710509,688976,724661,603,218,308800,82064,982364,177142,74262,11386,55218,775782,285209,269848,103158,4977,43487,26071,385512,9853,231625,30377,134826,51254,20326,2511178,78130,7151,14633,17774,8608,22843,167734,440353,15419,115445,66250,690009,7778,2298,11100,88371,54165,5713,26477,349316,25853,35640,322838,18617,1328,5461,164,227273,661922,310960,1674577,5002951,95226,209228,8613,509596,14438,27596,284580,568505,106434,74993,6310,25462,1696390,149810,260424,454542,34716,130526,14836,776867,140204,8505,416677,4092671,3607863,65605,206106,343829,714684,11659,809855,4455,15735,139284,8940,259909,37138,199135,15765,427481,531935,305936,179216,2883796,382295,80813
2021-08-07,35844880,6340370,1018688,31934455,105775,4834634,2964244,20156095,2343046,2124128,1104538,4390684,4588132,1914609,1622509,3795609,1243852,1445915,6070873,6351003,1136726,36328,1067580,324120,2887,110885,133730,4764,477262,34010,326043,106716,441316,211028,157627,4592,2544,723968,1084711,7131,6576,8088,205656,339,1649341,122574,40104,264827,134950,491185,897326,1343396,13216,172069,120814,402794,51198,2470,608114,42685,687292,5183,452953,1017,283667,364832,5895841,3203,298020,5682,13610,2973,16728,448792,712740,697580,725245,611,218,310628,82064,984985,177615,74262,11475,55699,776178,285726,269949,103443,4977,43592,26081,389510,9853,231923,30787,135738,51523,20326,2523488,78243,7151,14637,17774,8608,22932,168415,444569,15419,115890,66898,691554,7778,2298,11100,88371,54480,5779,26847,350605,25917,36322,326489,18617,1328,5461,164,227472,662529,312115,1674726,5012754,95474,210956,8738,512342,14438,27957,284641,570098,106750,75643,6313,25462,1704363,150240,260555,454865,34787,131799,14836,776934,140466,8603,416677,4119110,3639616,65686,206106,344151,736522,11659,809855,4455,15788,139347,8940,260041,37138,199662,15775,427873,531935,305936,180356,2883976,382360,81335
2021-08-08,35874206,6362641,1033214,31969954,105902,4838984,2971817,20169989,2344260,2125345,1104538,4396417,4588132,1917056,1623363,3797849,1262540,1446497,6098117,6371463,1136726,36630,1071620,324948,2891,112207,133912,4788,477696,34052,329994,107315,442295,211828,158025,4592,2544,723968,1084919,7165,6576,8088,215560,347,1658916,122574,40233,267846,135076,491831,900482,1353695,13216,174603,121043,403349,51380,2470,610660,42776,696282,5183,453932,1017,284091,365045,5895841,3205,298706,5687,13621,2974,16874,458219,714877,705327,725702,614,367,312465,82064,986967,178086,74262,11529,55920,777164,286103,270060,103722,4978,43662,26097,390514,9853,232157,31060,136635,51889,20326,2533466,78356,7151,14642,17774,8608,22982,169017,447913,15537,116327,67579,692964,8392,2299,11100,88371,54859,5837,26847,351825,26002,36979,329516,18617,1338,5461,178,227689,663082,312115,1674906,5018895,95723,212448,8793,514192,14438,28197,284706,571650,108226,76091,6315,25462,1712709,150458,260630,455120,34846,132452,14836,776988,140836,8603,416677,4158729,3666031,65764,206106,344495,756505,11662,809855,4471,15865,139421,8951,260109,37138,200049,15782,428049,531935,305936,181376,2884098,382506,81891
2021-08-09,36050107,6384195,1045392,31998158,106047,4843007,2978330,20185531,2345166,2125848,1104538,4400617,4627770,1919172,1624316,3800069,1279776,1449706,6123173,6378681,1141379,37010,1075504,325890,2903,112656,133981,4788,478671,34078,332947,107704,442818,212573,158164,5120,2546,727113,1085100,7187,6589,8800,224894,406,1667714,130771,40361,269847,135223,491831,906405,1365158,13293,174603,121203,403868,51399,2475,613628,42781,701325,5194,454674,1017,284531,365089,5942241,3210,298942,5687,13625,2992,16946,466169,717486,712597,726454,620,388,313876,82064,988061,178508,74395,11579,56135,778093,286408,270161,103932,4980,43747,26116,391118,9853,232297,31738,137491,51985,20389,2540222,78464,7151,14647,17774,8608,22992,169500,450149,15794,116853,68012,694285,8561,2299,11121,88371,55140,5913,26969,352926,26046,37582,333127,18617,1348,5461,178,227899,663532,312931,1675010,5029075,95875,213987,8900,516785,14499,28438,284789,572401,108226,76635,6315,25487,1722328,150778,260807,455389,34902,133177,14836,777021,141333,8603,420462,4199537,3686740,65836,206317,344625,776108,11663,810011,4480,15929,139462,8951,260156,37138,200201,15790,428823,531935,305936,182368,2884162,382607,82399
2021-08-10,36171317,6404960,1056125,32036511,106162,4846955,2997885,20220993,2346560,2127034,1106821,4406241,4643450,1921568,1624823,3803351,1299767,1451040,6146642,6407573,1143127,37377,1080360,326899,2905,113437,134201,4864,478671,34112,335851,108150,443718,213756,158681,5219,2550,729024,1085412,7198,6589,8800,232937,440,1676156,130771,40574,271981,135512,491831,910569,1376322,13293,175560,121507,404463,51548,2476,613628,42787,711103,5207,455281,1367,285413,365335,5968838,3222,298942,5697,13626,3021,17104,475105,720680,720842,727246,620,412,315385,82064,990293,179118,74437,11717,56574,779019,286943,270290,104264,4981,43890,26136,394372,10251,232610,32798,138382,52292,20389,2546762,78578,11195,14652,17774,9065,22992,169971,455846,15915,117258,68348,695619,8876,2301,11139,88371,55456,5949,27112,354662,26103,37846,337561,18668,1348,5461,180,228119,664133,314480,1675179,5041487,95955,216206,8956,521399,14578,28724,284875,573959,108677,77235,6315,25487,1732298,151013,261000,455680,34953,134343,14873,777140,141999,8603,422344,4238676,3718821,65836,206476,344836,795951,11663,810046,4485,16039,139587,8951,260372,37528,200830,15798,429628,531935,309029,183347,2884361,382721,82898
2021-08-11,36327574,6425918,1072153,32077706,106244,4852323,3020596,20256436,2348295,2128516,1108057,4413162,4660473,1924010,1625467,3808838,1320547,1453000,6176023,6440367,1145736,37749,1085294,328075,2914,114281,134487,4901,480229,34171,342079,108723,444695,215730,159269,5219,2551,731148,1085738,7213,6593,9175,241543,494,1688040,130771,40889,274453,135856,491831,918237,1386742,13293,176993,121603,404887,51732,2478,616764,42791,720256,5210,456247,1367,286286,365716,5996194,3232,299418,5711,13632,3035,17239,483710,723296,729016,728167,630,412,317204,82454,993241,179908,74498,11870,56952,779530,287569,270451,104613,4981,43998,26165,398990,10251,233001,33565,139285,52432,20389,2554240,78690,11195,14662,17780,9065,23156,170353,461198,15915,117954,68920,696906,9161,2306,11141,90129,55790,5982,27311,357058,26222,38414,341300,18772,1372,5482,180,228346,665035,314480,1675450,5052884,96067,218192,9126,524871,14672,29004,284966,576550,109022,77854,6324,25529,1740933,151291,261256,456064,35040,135528,14891,777237,142321,8920,424472,4281217,3749446,65953,206655,345118,816989,11669,810126,4496,16103,139707,8951,260619,37528,201342,15814,430410,531935,312192,184191,2884557,382873,83384
2021-08-12,36469771,6447229,1091187,32117826,106348,4856595,3045571,20292294,2350163,2130018,1109112,4420429,4677883,1926818,1626595,3814335,1342215,1455141,6208908,6470038,1147855,38165,1089913,329180,2915,115305,134761,4986,480229,34235,345118,109207,445651,217276,159908,5349,2553,733275,1086109,7233,6597,9408,246568,543,1700363,136758,41207,276739,136228,493767,924762,1396868,13356,178436,121817,405442,51926,2480,618124,42795,731084,5217,457422,1367,287184,366049,6018455,3244,299642,5716,13635,3040,17434,491904,725769,729016,729150,630,412,318937,82454,995949,180661,74545,11870,57273,780542,288173,270590,105002,4981,44174,26205,403348,10251,233400,34585,140210,52432,20507,2568511,78815,11195,14669,17806,9065,23244,170770,466326,16141,118754,69576,698166,9363,2307,11143,90129,56165,6112,27507,359732,26318,38812,344730,18954,1372,5482,180,228543,665885,316449,1675675,5066253,96224,220182,9246,528474,14738,29307,285061,578367,109428,78303,6332,25529,1751176,151563,261524,456291,35091,136566,14908,777332,142895,8920,426474,4320266,3774155,66012,206835,345325,839771,11672,810212,4509,16195,139814,8951,260867,37532,201770,15820,431292,531935,312192,185042,2884780,382997,83839
2021-08-13,36699620,6468890,1111683,32156493,106419,4860622,3068329,20325289,2352042,2131337,1110147,4427827,4693540,1929780,1627428,3819871,1363683,1457458,6241447,6497785,1149869,38658,1094699,330236,2915,116231,135140,5052,481631,34286,348270,109609,446409,218713,160571,5607,2566,735375,1086492,7256,6600,9620,255748,598,1713302,136758,41528,279099,136500,493767,929274,1405333,13356,179889,122097,405859,52136,2482,620212,42802,741836,5222,458847,1367,288159,366357,6039827,3252,299642,5719,13668,3055,17581,500216,728532,745138,730222,636,412,320915,82454,998547,181297,74595,12059,57620,781552,288747,270692,105356,4981,44328,26247,407564,10251,233797,35350,141158,52971,20507,2582427,78926,11195,14685,17806,9065,23344,171238,471685,16141,119508,70125,699381,9668,2308,11172,90129,56709,6194,27645,361501,26433,39456,348186,18981,1372,5482,180,228787,666890,317334,1675868,5074725,96497,222111,9376,531967,14847,29603,285158,579999,109736,78818,6333,25564,1761143,151770,261807,456484,35192,137413,14924,777417,143767,8920,428295,4359385,3804943,66061,207076,345637,863189,11676,810316,4515,16195,139941,8951,261068,37543,201867,15836,432339,537374,316235,185902,2884974,383101,84262
2021-08-14,36751449,6490421,1131986,32192576,106474,4864629,3091971,20354591,2354008,2132834,1110147,4435008,4693540,1932361,1628293,3824546,1384353,1458326,6270673,6522212,1149869,39097,1098410,331163,2920,116996,135550,5099,481631,34344,351533,110028,447261,219938,161359,5607,2570,735375,1086900,7273,6601,9620,265464,640,1727231,136758,41676,279099,136790,493767,934896,1412218,13356,181291,122227,406234,52202,2488,622262,42811,752076,5222,459998,1367,288788,366724,6059776,3262,299642,5722,13671,3058,17581,509032,730479,745138,731227,642,576,322989,82454,1001118,181962,74595,12272,57896,782210,289346,270816,105750,4982,44534,26292,411731,10251,234227,35851,142124,53136,20507,2595447,79000,11251,14692,17806,9065,23455,171758,477264,16141,119853,70413,700587,9894,2308,11172,90129,57289,6287,27837,365009,26539,39770,351605,19082,1378,5482,180,228981,667841,318185,1676080,5080908,96678,223928,9458,535237,14847,29884,285257,581497,110306,79284,6338,25564,1768753,151941,261947,456589,35286,138344,14924,777545,144035,8920,428295,4389085,3833541,66119,207076,345960,885275,11676,810316,4525,16265,140049,8972,261333,37543,202078,15843,432962,537374,316235,186655,2885185,383212,84860
2021-08-15,36795803,6511431,1149874,32225513,106526,4867761,3091971,20368358,2355317,2133812,1110147,4440669,4693540,1934759,1629192,3828278,1404899,1459070,6297157,6543481,1149869,39615,1102079,332013,2927,117531,135947,5123,482428,34397,354968,110429,447824,220727,162164,5607,2571,735375,1087223,7293,6601,9620,275044,723,1741616,136758,41866,281930,136992,493767,939360,1418902,13356,182591,122469,406540,52202,2488,623940,42811,759456,5222,461303,1367,289274,367022,6078623,3268,300194,5724,13675,3059,18000,517668,732272,760241,732044,655,943,324747,82454,1003335,182503,74595,12565,58083,783448,289810,270919,106196,4982,44617,26342,413040,10251,234558,36008,143041,53254,20507,2605586,79137,11251,14695,17806,9065,23561,172090,481578,16141,120088,70679,701776,10092,2314,11172,90129,57945,6366,28020,368002,26593,39770,354279,19149,1397,5504,180,229168,668732,319094,1676222,5084635,96987,225481,9522,537125,14847,30121,285358,583012,110710,79702,6342,25564,1775764,152033,262044,456695,35337,138749,14924,777640,144484,9195,428295,4425821,3854354,66172,207076,346176,907157,11682,810316,4525,16319,140122,8972,261428,37543,202261,15852,433234,537374,316235,187258,2885333,383292,85448
2021-08-16,37010574,6531585,1164881,32250679,106571,4870922,3108438,20386548,2356345,2133812,1110147,4444338,4719266,1937077,1629932,3831827,1424639,1463616,6325515,6556878,1154879,40097,1105300,332977,2927,117982,136147,5123,482428,34407,358608,110594,448268,221406,162457,6122,2577,740954,1087509,7308,6603,10103,283696,787,1755846,142380,41955,284618,137155,493767,948058,1425861,13398,183652,122545,406883,52423,2489,625688,42819,763353,5231,462197,1367,289962,367068,6096786,3282,300408,5724,13677,3074,18086,526837,734838,767163,733332,655,953,326188,82454,1004470,183087,74690,12682,58221,784631,290170,271025,106493,4984,44739,26409,413797,10251,234814,36514,143918,53346,20556,2613569,79289,11251,14697,17812,9065,23575,172327,484254,16668,120088,70854,702885,10441,2314,11195,90129,58458,6475,28118,369853,26641,40587,356985,19199,1397,5504,188,229428,669506,319955,1676297,5088271,97124,226854,9578,539337,15010,30354,285465,583718,111232,80137,6342,25607,1784594,152142,262244,456842,35380,139038,14954,777668,145014,9195,432149,4467015,3871738,66225,207571,346459,928314,11683,810504,4548,16399,140171,8972,261484,37556,202429,15862,434535,539129,319831,187968,2885461,383387,86041
2021-08-17,37163393,6551934,1184986,32285857,106602,4874169,3123252,20425554,2357844,2135827,1112958,4449606,4733602,1939614,1630330,3837218,1444270,1465478,6352224,6582001,1156620,40774,1109274,333872,2937,118647,136598,5123,483731,34445,365683,110975,448924,222894,163452,6122,2577,744106,1088053,7347,6609,10198,293301,852,1765675,142380,42233,286894,137514,493767,956310,1433396,13398,184950,122699,407139,52583,2492,626750,42819,772394,5238,462794,1367,290818,367409,6118478,3294,300581,5734,13677,3080,18359,536609,737294,774760,734816,681,953,327684,82454,1006588,183444,74779,12929,58465,785697,290766,271130,107041,4984,44972,26479,417620,10251,235171,37261,144764,53501,20556,2624254,79419,11251,14701,17812,9065,23675,172668,490462,16668,121046,71002,704000,10648,2320,11207,90129,59088,6475,28255,373175,26802,41177,360291,19224,1397,5508,188,229697,670372,319955,1676518,5096443,97186,228657,9682,543749,15108,30635,285577,584896,111232,80694,6343,25607,1793372,152243,262589,457023,35434,140071,14960,777787,145761,9195,434081,4517243,3892479,66281,207847,346510,948442,11689,810549,4581,16399,140325,8972,261804,37556,202787,15880,435940,539129,321675,188663,2885676,383505,86597
2021-08-18,37322021,6572246,1209082,32322258,106651,4877323,3152205,20465725,2359893,2137295,1114278,4456765,4745558,1942545,1630831,3846226,1466512,1467834,6385982,6612028,1159366,41521,1113647,335081,2937,119320,137075,5206,484446,34529,369359,111387,449762,224400,164529,6460,2577,747396,1088594,7372,6611,10198,302101,946,1776495,142380,42427,289219,137800,493767,962193,1440644,13398,186537,122885,407376,52836,2496,632328,42832,782097,5244,463855,1367,291803,367933,6138422,3308,300728,5741,13680,3099,18605,545275,739907,782518,736313,708,953,329388,82454,1009571,183444,74855,13155,58861,786585,291412,271257,107576,4984,45175,26554,422270,10251,235675,38030,145615,53620,20556,2638981,79525,11251,14714,17832,10183,23795,172937,496376,16668,121498,71266,705089,11029,2320,11223,92135,59377,6578,28308,377304,26916,41830,363169,19272,1421,5508,188,229915,671593,320922,1676817,5106207,97294,230808,9812,547186,15182,30897,285700,586585,112378,81339,6346,25626,1801364,152363,263074,457222,35516,140765,14976,777924,146373,9318,436276,4556417,3908247,66334,208267,346693,968957,11689,810658,4594,16535,140505,9010,262189,37616,203169,15891,437327,539129,323625,189384,2885883,383645,87190
2021-08-19,37479259,6592705,1234423,32358829,106689,4880516,3175374,20501738,2362052,2138666,1115566,4464005,4758003,1945351,1631689,3854529,1489460,1470803,6422515,6637417,1161558,42228,1116886,336079,2969,120186,137597,5366,484446,34598,373165,111820,450624,225663,165684,6758,2580,750186,1089189,7407,6618,10198,312611,946,1791003,146461,42582,291168,138157,495115,970606,1447210,13398,188412,123082,407652,52936,2502,632328,42836,791559,5250,465210,1367,292731,368419,6157742,3318,300914,5750,13692,3105,18605,554247,742228,790205,737969,742,953,331206,82454,1012125,185267,74918,13433,59048,787367,291969,271353,108108,4984,45325,26634,428096,10672,236234,38739,146459,53757,20689,2652652,79659,11251,14735,17832,10183,23795,173186,501297,16848,121902,71441,706166,11313,2320,11227,92416,59932,6857,28428,380918,27070,42611,365759,19320,1421,5518,196,230221,672819,322757,1677029,5116803,97453,232859,9916,550459,15334,31174,285831,588578,112928,81835,6347,25626,1809376,152411,263500,457349,35602,141383,14981,778055,147058,9318,438587,4587683,3930300,66366,208644,346997,989859,11689,810781,4609,16535,140651,9010,262571,37616,203553,15897,438698,540244,323625,190078,2886079,383758,87723
2021-08-20,37724945,6613107,1260415,32393286,106711,4883932,3197108,20535951,2364242,2140062,1116584,4471225,4770453,1947829,1632441,3863495,1513024,1473801,6459643,6660365,1163726,43119,1119970,337013,2993,120870,138132,5416,485184,34645,381812,112240,451293,227077,166741,7070,2580,752761,1089817,7454,6618,10791,323268,1333,1807800,146461,42839,293532,138488,495115,978212,1453203,13398,190253,123242,407878,53247,2517,635455,42838,799775,5255,466948,1367,293737,368887,6177660,3330,300914,5761,13695,3121,19128,564011,744307,797676,739561,773,953,333304,82454,1014632,185571,74985,13700,59249,788088,292552,271432,108742,4985,45583,26719,433339,10672,236742,39530,147322,53899,20689,2666964,79754,11251,14740,17832,10183,24047,173428,506040,16962,121902,71628,707236,11753,2320,11243,92686,60488,6955,28524,384886,27210,43096,368768,19476,1447,5518,196,230442,674077,322757,1677204,5124963,97453,234739,9980,554055,15415,31390,285995,589597,112928,82215,6347,25667,1815497,152448,263907,457472,35653,142013,14988,778177,147778,9364,440647,4616516,3950304,66406,209073,347370,1009710,11690,810781,4628,16535,140784,9049,262904,37620,203978,15906,440066,540244,326830,190656,2886291,383903,88242
2021-08-21,37794863,6633521,1286077,32424234,106746,4886897,3217415,20561273,2366560,2141235,1116584,4478691,4770453,1950315,1633153,3870095,1535286,1474854,6491529,6683078,1163726,44026,1123812,338039,3017,121543,138790,5496,486394,34686,385696,112551,451984,228363,167991,7070,2585,752761,1090408,7487,6620,10791,336707,1455,1824051,146461,42962,293532,138706,495115,985489,1457194,13398,191904,123483,408078,53456,2524,638072,42842,806288,5255,468415,1367,295019,369392,6197011,3335,300914,5767,13699,3129,19128,573751,745731,804711,741071,792,953,335429,82454,1017308,185571,74985,13981,59399,788088,293342,271534,109340,4985,45817,26799,437919,10672,237249,40283,148203,53899,20689,2680225,79864,11251,14749,17832,10183,24224,173676,510941,16962,122487,71772,708302,12164,2320,11243,92686,61282,6955,28647,388437,27371,43294,371512,19530,1490,5459,212,230632,675405,324642,1677378,5130852,97453,236366,10053,557239,15415,31642,286168,590983,113957,82630,6347,25667,1819455,152497,264283,457612,35721,142523,14988,778322,148055,9364,440647,4640695,3967048,66443,209073,347637,1030281,11690,810781,4628,16535,140944,9049,263303,37620,204337,15916,440911,541201,326830,191171,2886513,384026,88735
