,School,Cases,City,State,Date
456,Spalding University,6,Louisville,Kentucky,10-16-2020
457,Thomas More University,26,Crestview Hills,Kentucky,10-16-2020
458,Transylvania University,71,Lexington,Kentucky,10-16-2020
459,Union College,47,Barbourville,Kentucky,10-16-2020
460,University of Kentucky,"2,070",Lexington,Kentucky,10-16-2020
461,University of Louisville,568,Louisville,Kentucky,10-16-2020
462,University of Pikeville,66,Pikeville,Kentucky,10-16-2020
463,University of the Cumberlands,41,Williamsburg,Kentucky,10-16-2020
464,West Kentucky Community and Technical College,15,Paducah,Kentucky,10-16-2020
465,Western Kentucky University,700,Bowling Green,Kentucky,10-16-2020
466,Centenary College of Louisiana,35,Shreveport,Louisiana,10-16-2020
467,Grambling State University,20,Grambling,Louisiana,10-16-2020
468,Louisiana State University,"1,082",Baton Rouge,Louisiana,10-16-2020
469,Louisiana State University Alexandria,39,Alexandria,Louisiana,10-16-2020
470,"Louisiana State University Health Sciences Center, New Orleans*",259,New Orleans,Louisiana,10-16-2020
471,"Louisiana State University Health Sciences Center, Shreveport*",1,Shreveport,Louisiana,10-16-2020
472,"Louisiana State University, Shreveport",20,Shreveport,Louisiana,10-16-2020
473,Louisiana Tech University,373,Ruston,Louisiana,10-16-2020
474,Loyola University New Orleans,71,New Orleans,Louisiana,10-16-2020
475,Nicholls State University,133,Thibodaux,Louisiana,10-16-2020
476,Northwestern State University of Louisiana,261,Natchitoches,Louisiana,10-16-2020
477,Southeastern Louisiana University,106,Hammond,Louisiana,10-16-2020
478,Southern University Law Center,8,Baton Rouge,Louisiana,10-16-2020
479,Southern University and A&M College,110,Baton Rouge,Louisiana,10-16-2020
480,Southern University at New Orleans,15,New Orleans,Louisiana,10-16-2020
481,Tulane University of Louisiana,734,New Orleans,Louisiana,10-16-2020
482,University of Louisiana Monroe,125,Monroe,Louisiana,10-16-2020
483,University of Louisiana at Lafayette,134,Lafeyette,Louisiana,10-16-2020
484,University of New Orleans,12,New Orleans,Louisiana,10-16-2020
485,Bates College,4,Lewiston,Maine,10-16-2020
486,Bowdoin College,3,Brunswick,Maine,10-16-2020
487,Colby College,11,Waterville,Maine,10-16-2020
488,Husson University,1,Bangor,Maine,10-16-2020
489,Maine Maritime Academy,4,Castine,Maine,10-16-2020
490,Saint Joseph's College of Maine,11,Standish,Maine,10-16-2020
491,University of Maine,8,Orono,Maine,10-16-2020
492,University of Maine Farmington,1,Farmington,Maine,10-16-2020
493,University of Maine at Fort Kent,1,Fort Kent,Maine,10-16-2020
494,University of New England,16,Biddeford,Maine,10-16-2020
495,University of Southern Maine,14,Portland,Maine,10-16-2020
496,Bowie State University,18,Bowie,Maryland,10-16-2020
497,Coppin State University,8,Baltimore,Maryland,10-16-2020
498,Frostburg State University,60,Frostburg,Maryland,10-16-2020
499,Hood College,19,Frederick,Maryland,10-16-2020
500,Johns Hopkins University,397,Baltimore,Maryland,10-16-2020
501,McDaniel College,15,Westminster,Maryland,10-16-2020
502,Morgan State University,15,Baltimore,Maryland,10-16-2020
503,Mount St. Mary's University,24,Emmitsburg,Maryland,10-16-2020
504,Salisbury University,436,Salisbury,Maryland,10-16-2020
505,St. Mary's College of Maryland,24,St. Mary's City,Maryland,10-16-2020
506,Stevenson University,45,Stevenson,Maryland,10-16-2020
507,Towson University,491,Towson,Maryland,10-16-2020
508,United States Naval Academy,7,Annapolis,Maryland,10-16-2020
509,University of Maryland Eastern Shore,30,Princess Anne,Maryland,10-16-2020
510,"University of Maryland, Baltimore",1,Baltimore,Maryland,10-16-2020
511,"University of Maryland, Baltimore County",36,Catonsville,Maryland,10-16-2020
512,"University of Maryland, College Park",642,College Park,Maryland,10-16-2020
513,Washington College,14,Chestertown,Maryland,10-16-2020
514,American International College,7,Springfield,Massachusetts,10-16-2020
515,Amherst College,4,Amherst,Massachusetts,10-16-2020
516,Anna Maria College,8,Paxton,Massachusetts,10-16-2020
517,Assumption College,4,Worcester,Massachusetts,10-16-2020
518,Babson College,9,Wellesley,Massachusetts,10-16-2020
519,Bay Path University,3,Longmeadow,Massachusetts,10-16-2020
520,Bentley University,6,Waltham,Massachusetts,10-16-2020
521,Boston College,188,Chestnut Hill,Massachusetts,10-16-2020
522,Boston University,141,Boston,Massachusetts,10-16-2020
523,Brandeis University,16,Waltham,Massachusetts,10-16-2020
524,Bridgewater State University,6,Bridgewater,Massachusetts,10-16-2020
525,Clark University,4,Worcester,Massachusetts,10-16-2020
526,College of Our Lady of the Elms,1,Chicopee,Massachusetts,10-16-2020
527,College of the Holy Cross,20,Worcester,Massachusetts,10-16-2020
528,Curry College,26,Milton,Massachusetts,10-16-2020
529,Eastern Nazarene College,9,Quincy,Massachusetts,10-16-2020
530,Emerson College,16,Boston,Massachusetts,10-16-2020
531,Emmanuel College,4,Boston,Massachusetts,10-16-2020
532,Endicott College,8,Beverly,Massachusetts,10-16-2020
533,Fitchburg State University,4,Fitchburg,Massachusetts,10-16-2020
534,Framingham State University,21,Framingham,Massachusetts,10-16-2020
535,Franklin W Olin College of Engineering,1,Needham,Massachusetts,10-16-2020
536,Gordon College,6,Wenham,Massachusetts,10-16-2020
537,Harvard University,72,Cambridge,Massachusetts,10-16-2020
538,Hebrew College,1,Newton Centre,Massachusetts,10-16-2020
539,Lasell University,4,Newton,Massachusetts,10-16-2020
540,Massachusetts College of Liberal Arts,3,North Adams,Massachusetts,10-16-2020
541,Massachusetts College of Pharmacy and Health Sciences*,16,Boston,Massachusetts,10-16-2020
542,Massachusetts Institute of Technology,44,Cambridge,Massachusetts,10-16-2020
543,Massachusetts Maritime Academy,1,Buzzards Bay,Massachusetts,10-16-2020
544,Merrimack College,100,North Andover,Massachusetts,10-16-2020
545,Mount Holyoke College,2,South Hadley,Massachusetts,10-16-2020
546,Nichols College,4,Dudley,Massachusetts,10-16-2020
547,Northeastern University,106,Boston,Massachusetts,10-16-2020
548,Salem State University,2,Salem,Massachusetts,10-16-2020
549,Smith College,1,Northampton,Massachusetts,10-16-2020
550,Springfield College,3,Springfield,Massachusetts,10-16-2020
551,Suffolk University,19,Boston,Massachusetts,10-16-2020
552,Tufts University,36,Medford,Massachusetts,10-16-2020
553,University of Massachusetts Amherst,115,Amherst,Massachusetts,10-16-2020
554,University of Massachusetts Boston,19,Boston,Massachusetts,10-16-2020
555,University of Massachusetts Dartmouth,21,Dartmouth,Massachusetts,10-16-2020
556,University of Massachusetts Lowell,2,Lowell,Massachusetts,10-16-2020
557,University of Massachusetts Medical School*,12,Worcester,Massachusetts,10-16-2020
558,Wellesley College,2,Wellesley,Massachusetts,10-16-2020
559,Wentworth Institute of Technology,10,Boston,Massachusetts,10-16-2020
560,Western New England University,4,Springfield,Massachusetts,10-16-2020
561,Westfield State University,4,Westfield,Massachusetts,10-16-2020
562,Wheaton College,2,Norton,Massachusetts,10-16-2020
563,Williams College,5,Williamstown,Massachusetts,10-16-2020
564,Worcester Polytechnic Institute,10,Worcester,Massachusetts,10-16-2020
565,Adrian College,253,Adrian,Michigan,10-16-2020
566,Albion College,14,Albion,Michigan,10-16-2020
567,Alma College,21,Alma,Michigan,10-16-2020
568,Alpena Community College,3,Alpena,Michigan,10-16-2020
569,Andrews University,8,Berrien Springs,Michigan,10-16-2020
570,Aquinas College,19,Grand Rapids,Michigan,10-16-2020
571,Calvin University,46,Grand Rapids,Michigan,10-16-2020
572,Central Michigan University,323,Mount Pleasant,Michigan,10-16-2020
573,Concordia University Ann Arbor,4,Ann Arbor,Michigan,10-16-2020
574,Davenport University,7,Grand Rapids,Michigan,10-16-2020
575,Eastern Michigan University,101,Ypsilanti,Michigan,10-16-2020
576,Ferris State University,161,Big Rapids,Michigan,10-16-2020
577,Finlandia University,16,Hancock,Michigan,10-16-2020
578,Grand Rapids Community College,26,Grand Rapids,Michigan,10-16-2020
579,Grand Valley State University,964,Allendale,Michigan,10-16-2020
580,Henry Ford College,5,Dearborn,Michigan,10-16-2020
581,Hope College,48,Holland,Michigan,10-16-2020
582,Kalamazoo College,10,Kalamazoo,Michigan,10-16-2020
583,Kettering University,3,Flint,Michigan,10-16-2020
584,Lake Michigan College,2,Benton Harbor,Michigan,10-16-2020
585,Lake Superior State University,10,Sault Ste. Marie,Michigan,10-16-2020
586,Lawrence Technological University,19,Southfield,Michigan,10-16-2020
587,Michigan State University,"1,420",East Lansing,Michigan,10-16-2020
588,Michigan Technological University,189,Houghton,Michigan,10-16-2020
589,Northern Michigan University,66,Marquette,Michigan,10-16-2020
590,Northwestern Michigan College,4,Traverse City,Michigan,10-16-2020
591,Northwood University,75,Midland,Michigan,10-16-2020
592,Oakland University,55,Rochester,Michigan,10-16-2020
593,Olivet College,39,Olivet,Michigan,10-16-2020
594,Saginaw Valley State University,82,University Center,Michigan,10-16-2020
595,Schoolcraft College,13,Livonia,Michigan,10-16-2020
596,Siena Heights University,17,Adrian,Michigan,10-16-2020
597,Spring Arbor University,13,Spring Arbor,Michigan,10-16-2020
598,University of Detroit Mercy,36,Detroit,Michigan,10-16-2020
599,University of Michigan,528,Ann Arbor,Michigan,10-16-2020
600,University of Michigan-Dearborn,4,Dearborn,Michigan,10-16-2020
601,University of Michigan-Flint,5,Flint,Michigan,10-16-2020
602,Wayne State University,68,Detroit,Michigan,10-16-2020
603,Western Michigan University,588,Kalamazoo,Michigan,10-16-2020
604,Augsburg University,18,Minneapolis,Minnesota,10-16-2020
605,Bemidji State University,82,Bemidji,Minnesota,10-16-2020
606,Bethany Lutheran College,12,Mankato,Minnesota,10-16-2020
607,Bethel University,49,Saint Paul,Minnesota,10-16-2020
608,Carleton College,14,Northfield,Minnesota,10-16-2020
609,Concordia College at Moorhead,138,Moorhead,Minnesota,10-16-2020
610,"Concordia University, St. Paul",10,St. Paul,Minnesota,10-16-2020
611,Crown College,7,Saint Bonifacius,Minnesota,10-16-2020
612,Gustavus Adolphus College,16,Saint Peter,Minnesota,10-16-2020
613,Macalester College,8,St. Paul,Minnesota,10-16-2020
614,Martin Luther College,10,New Ulm,Minnesota,10-16-2020
615,Metropolitan State University,16,Saint Paul,Minnesota,10-16-2020
616,Minnesota State College Southeast,13,Winona,Minnesota,10-16-2020
617,Minnesota State University Moorhead,109,Moorhead,Minnesota,10-16-2020
618,"Minnesota State University, Mankato",129,Mankato,Minnesota,10-16-2020
619,Rochester Community and Technical College,44,Rochester,Minnesota,10-16-2020
620,Saint Mary's University of Minnesota,27,Winona,Minnesota,10-16-2020
621,Southwest Minnesota State University,61,Marshall,Minnesota,10-16-2020
622,St. Catherine University,41,St. Paul,Minnesota,10-16-2020
623,St. Cloud State University,69,St. Cloud,Minnesota,10-16-2020
624,St. Olaf College,40,Northfield,Minnesota,10-16-2020
625,University of Minnesota Duluth,20,Duluth,Minnesota,10-16-2020
626,University of Minnesota Morris,2,Morris,Minnesota,10-16-2020
627,University of Minnesota Rochester,1,Rochester,Minnesota,10-16-2020
628,University of Minnesota Twin Cities,298,Minneapolis,Minnesota,10-16-2020
629,"University of Northwestern, St. Paul",4,St. Paul,Minnesota,10-16-2020
630,University of St. Thomas,195,St. Paul,Minnesota,10-16-2020
631,Winona State University,403,Winona,Minnesota,10-16-2020
632,Alcorn State University,36,Lorman,Mississippi,10-16-2020
633,Belhaven University,20,Jackson,Mississippi,10-16-2020
634,Delta State University,124,Cleveland,Mississippi,10-16-2020
635,Jackson State University,11,Jackson,Mississippi,10-16-2020
636,Millsaps College,38,Jackson,Mississippi,10-16-2020
637,Mississippi College,31,Clinton,Mississippi,10-16-2020
638,Mississippi Delta Community College,35,Moorhead,Mississippi,10-16-2020
639,Mississippi State University,542,Mississippi State,Mississippi,10-16-2020
640,Mississippi University for Women*,32,Columbus,Mississippi,10-16-2020
641,Mississippi Valley State University,35,Itta Bena,Mississippi,10-16-2020
642,Northeast Mississippi Community College,47,Booneville,Mississippi,10-16-2020
643,Rust College,1,Holly Springs,Mississippi,10-16-2020
644,University of Mississippi,701,Oxford,Mississippi,10-16-2020
645,University of Mississippi Medical Center*,498,Jackson,Mississippi,10-16-2020
646,University of Southern Mississippi,301,Hattiesburg,Mississippi,10-16-2020
647,Central Methodist University,182,Fayette,Missouri,10-16-2020
648,College of the Ozarks,2,Point Lookout,Missouri,10-16-2020
649,Crowder College,58,Neosho,Missouri,10-16-2020
650,Drury University,88,Springfield,Missouri,10-16-2020
651,Evangel University,130,Springfield,Missouri,10-16-2020
652,Fontbonne University,11,Saint Louis,Missouri,10-16-2020
653,Graceland University at Independence,3,Independence,Missouri,10-16-2020
654,Harris-Stowe State University,22,St. Louis,Missouri,10-16-2020
655,Kansas City Art Institute,5,Kansas City,Missouri,10-16-2020
656,Lincoln University of Missouri,5,Jefferson City,Missouri,10-16-2020
657,Lindenwood University,122,St. Charles,Missouri,10-16-2020
658,Maryville University Saint Louis,78,St. Louis,Missouri,10-16-2020
659,Missouri Baptist University,58,St. Louis,Missouri,10-16-2020
660,Missouri Southern State University,171,Joplin,Missouri,10-16-2020
661,Missouri State University,"1,200",Springfield,Missouri,10-16-2020
662,Missouri University of Science and Technology,127,Rolla,Missouri,10-16-2020
663,Missouri Western State University,24,St. Joseph,Missouri,10-16-2020
664,Northwest Missouri State University,408,Maryville,Missouri,10-16-2020
665,Ozarks Technical Community College,200,Springfield,Missouri,10-16-2020
666,Rockhurst University,30,Kansas City,Missouri,10-16-2020
667,Saint Louis University,157,St. Louis,Missouri,10-16-2020
668,Southeast Missouri State University,315,Cape Girardeau,Missouri,10-16-2020
669,Southwest Baptist University,97,Bolivar,Missouri,10-16-2020
670,St. Louis College of Pharmacy*,14,St. Louis,Missouri,10-16-2020
671,St. Louis Community College,32,St. Louis,Missouri,10-16-2020
672,State Fair Community College,47,Sedalia,Missouri,10-16-2020
673,Stephens College,20,Columbia,Missouri,10-16-2020
674,Truman State University,96,Kirksville,Missouri,10-16-2020
675,University of Central Missouri,494,Warrensburg,Missouri,10-16-2020
676,University of Missouri,"1,773",Columbia,Missouri,10-16-2020
677,University of Missouri-Kansas City,146,Kansas City,Missouri,10-16-2020
678,University of Missouri-St. Louis*,101,Bellerive Acres,Missouri,10-16-2020
679,Washington University in St. Louis*,76,St. Louis,Missouri,10-16-2020
680,Webster University,11,Saint Louis,Missouri,10-16-2020
681,Westminster College,66,Fulton,Missouri,10-16-2020
682,William Jewell College,16,Liberty,Missouri,10-16-2020
683,William Woods University,33,Fulton,Missouri,10-16-2020
684,Carroll College,8,Helena,Montana,10-16-2020
685,Montana State University,157,Bozeman,Montana,10-16-2020
686,Montana State University Billings,26,Billings,Montana,10-16-2020
687,Montana State University Northern,2,Havre,Montana,10-16-2020
688,Montana Technological University,52,Butte,Montana,10-16-2020
689,University of Montana,127,Missoula,Montana,10-16-2020
690,Chadron State College,53,Chadron,Nebraska,10-16-2020
691,"Concordia University, Nebraska",63,Seward,Nebraska,10-16-2020
692,Creighton University,242,Omaha,Nebraska,10-16-2020
693,Doane University,84,Crete,Nebraska,10-16-2020
694,Hastings College,26,Hastings,Nebraska,10-16-2020
695,Midland University,30,Fremont,Nebraska,10-16-2020
696,Nebraska Wesleyan University,160,Lincoln,Nebraska,10-16-2020
697,Peru State College,70,Peru,Nebraska,10-16-2020
698,University of Nebraska Medical Center*,14,Omaha,Nebraska,10-16-2020
699,University of Nebraska at Kearney,119,Kearney,Nebraska,10-16-2020
700,University of Nebraska at Omaha,163,Omaha,Nebraska,10-16-2020
701,University of Nebraska-Lincoln,782,Lincoln,Nebraska,10-16-2020
702,Wayne State College,102,Wayne,Nebraska,10-16-2020
703,College of Southern Nevada,66,Las Vegas,Nevada,10-16-2020
704,Great Basin College,2,Elko,Nevada,10-16-2020
705,Nevada State College,14,Henderson,Nevada,10-16-2020
706,Truckee Meadows Community College,13,Reno,Nevada,10-16-2020
707,"University of Nevada, Las Vegas",178,Las Vegas,Nevada,10-16-2020
708,"University of Nevada, Reno",623,Reno,Nevada,10-16-2020
709,Western Nevada College,3,Carson City,Nevada,10-16-2020
710,Colby-Sawyer College,2,New London,New Hampshire,10-16-2020
711,Dartmouth College,12,Hanover,New Hampshire,10-16-2020
712,Franklin Pierce University,11,Rindge,New Hampshire,10-16-2020
713,Keene State College,7,Keene,New Hampshire,10-16-2020
714,New England College,3,Henniker,New Hampshire,10-16-2020
715,Plymouth State University,17,Plymouth,New Hampshire,10-16-2020
716,Rivier University,2,Nashua,New Hampshire,10-16-2020
717,Saint Anselm College,15,Manchester,New Hampshire,10-16-2020
718,University of New Hampshire,191,Durham,New Hampshire,10-16-2020
719,Bloomfield College,3,Bloomfield,New Jersey,10-16-2020
720,Caldwell University,1,Caldwell,New Jersey,10-16-2020
721,Centenary University,1,Hackettstown,New Jersey,10-16-2020
722,Drew University,1,Madison,New Jersey,10-16-2020
723,Fairleigh Dickinson University,2,Teaneck,New Jersey,10-16-2020
724,Fairleigh Dickinson University Florham,5,Madison,New Jersey,10-16-2020
725,Felician University,1,Lodi,New Jersey,10-16-2020
726,Kean University,7,Union,New Jersey,10-16-2020
727,Monmouth University,90,West Long Branch,New Jersey,10-16-2020
728,Montclair State University,43,Montclair,New Jersey,10-16-2020
729,New Jersey City University,1,Jersey City,New Jersey,10-16-2020
730,New Jersey Institute of Technology,9,Newark,New Jersey,10-16-2020
731,Princeton University,50,Princeton,New Jersey,10-16-2020
732,Ramapo College of New Jersey,19,Mahwah,New Jersey,10-16-2020
733,Rider University,17,Lawrenceville,New Jersey,10-16-2020
734,Rowan University,207,Glassboro,New Jersey,10-16-2020
735,Rutgers University,295,New Brunswick,New Jersey,10-16-2020
736,Saint Peter's University,4,Jersey City,New Jersey,10-16-2020
737,Seton Hall University,14,South Orange,New Jersey,10-16-2020
738,Stevens Institute of Technology,15,Hoboken,New Jersey,10-16-2020
739,Stockton University,87,Galloway,New Jersey,10-16-2020
740,The College of New Jersey,2,Ewing,New Jersey,10-16-2020
741,William Paterson University,6,Wayne,New Jersey,10-16-2020
742,Eastern New Mexico University,24,Portales,New Mexico,10-16-2020
743,Navajo Technical University,1,Crownpoint,New Mexico,10-16-2020
744,New Mexico Highlands University,7,Las Vegas,New Mexico,10-16-2020
745,New Mexico Institute of Mining and Technology,1,Socorro,New Mexico,10-16-2020
746,New Mexico Military Institute,3,Roswell,New Mexico,10-16-2020
747,New Mexico State University,127,Las Cruces,New Mexico,10-16-2020
748,San Juan College,5,Farmington,New Mexico,10-16-2020
749,Santa Fe Community College,3,Santa Fe,New Mexico,10-16-2020
750,University of New Mexico*,49,Albuquerque,New Mexico,10-16-2020
751,Western New Mexico University,11,Silver City,New Mexico,10-16-2020
752,Adelphi University,25,Garden City,New York,10-16-2020
753,Adirondack Community College,2,Queensbury,New York,10-16-2020
754,Albany Medical College,1,Albany,New York,10-16-2020
755,Alfred University,1,Alfred,New York,10-16-2020
756,Bard College,1,Annadale-on-Hudson,New York,10-16-2020
757,Barnard College,1,New York City,New York,10-16-2020
758,Bryant & Stratton College,2,Syracuse,New York,10-16-2020
759,CUNY Baruch College,32,New York City,New York,10-16-2020
760,CUNY Borough of Manhattan Community College,18,New York City,New York,10-16-2020
761,CUNY Bronx Community College,11,New York City,New York,10-16-2020
762,CUNY Brooklyn College,23,New York City,New York,10-16-2020
763,CUNY City College of New York,23,New York City,New York,10-16-2020
764,CUNY College of Staten Island,1,New York City,New York,10-16-2020
765,CUNY Guttman Community College,1,New York City,New York,10-16-2020
766,CUNY Hostos Community College,1,New York City,New York,10-16-2020
767,CUNY Hunter College,51,New York City,New York,10-16-2020
768,CUNY John Jay College of Criminal Justice,6,New York City,New York,10-16-2020
769,CUNY Kingsborough Community College,6,New York City,New York,10-16-2020
770,CUNY LaGuardia Community College,37,New York City,New York,10-16-2020
771,CUNY Lehman College,8,New York City,New York,10-16-2020
772,CUNY Medgar Evers College,2,New York City,New York,10-16-2020
773,CUNY New York City College of Technology,9,New York City,New York,10-16-2020
774,CUNY Queens College,19,New York City,New York,10-16-2020
775,CUNY Queensborough Community College,5,New York City,New York,10-16-2020
776,CUNY York College,35,New York City,New York,10-16-2020
777,Cazenovia College,2,Cazenovia,New York,10-16-2020
778,Clarkson University,3,Potsdam,New York,10-16-2020
779,Clinton Community College,1,Plattsburgh,New York,10-16-2020
780,Colgate University,48,Hamilton,New York,10-16-2020
781,College of Mount Saint Vincent,4,New York City,New York,10-16-2020
782,Columbia University,14,New York City,New York,10-16-2020
783,Concordia College New York,7,Bronxville,New York,10-16-2020
784,Cornell University,153,Ithaca,New York,10-16-2020
785,D'Youville College,8,Buffalo,New York,10-16-2020
786,Daemen College,7,Amherst,New York,10-16-2020
787,Dominican College,1,Orangeburg,New York,10-16-2020
788,Dutchess Community College,7,Poughkeepsie,New York,10-16-2020
789,Elmira College,83,Elmira,New York,10-16-2020
790,Erie Community College,14,Buffalo,New York,10-16-2020
791,Farmingdale State College,39,Farmingdale,New York,10-16-2020
792,Fashion Institute of Technology,12,New York City,New York,10-16-2020
793,Finger Lakes Community College,7,Canandaigua,New York,10-16-2020
794,Fordham University,30,New York City,New York,10-16-2020
795,Fulton-Montgomery Community College,2,Johnstown,New York,10-16-2020
796,Genesee Community College,4,Batavia,New York,10-16-2020
797,Hamilton College,1,Clinton,New York,10-16-2020
798,Hartwick College,20,Oneonta,New York,10-16-2020
799,Herkimer County Community College,3,Herkimer,New York,10-16-2020
800,Hobart William Smith Colleges,35,Geneva,New York,10-16-2020
801,Hofstra University,109,Hempstead,New York,10-16-2020
802,Houghton College,1,Houghton,New York,10-16-2020
803,Hudson Valley Community College,14,Troy,New York,10-16-2020
804,Iona College,14,New Rochelle,New York,10-16-2020
805,Ithaca College,13,Ithaca,New York,10-16-2020
806,Jamestown Community College,10,Jamestown,New York,10-16-2020
807,Keuka College,1,Keuka Park,New York,10-16-2020
808,Le Moyne College,14,Syracuse,New York,10-16-2020
809,Long Island University,9,Brookville,New York,10-16-2020
810,Manhattan College,31,New York City,New York,10-16-2020
811,Manhattanville College,1,Purchase,New York,10-16-2020
812,Marist College,6,Poughkeepsie,New York,10-16-2020
813,Marymount Manhattan College,2,New York City,New York,10-16-2020
814,Medaille College,40,Buffalo,New York,10-16-2020
815,Mercy College,27,Dobbs Ferry,New York,10-16-2020
816,Mohawk Valley Community College,3,Utica,New York,10-16-2020
817,Molloy College,10,Rockville Centre,New York,10-16-2020
818,Monroe College,3,New York City,New York,10-16-2020
819,Monroe Community College,34,Rochester,New York,10-16-2020
820,Mount Saint Mary College,1,Newburgh,New York,10-16-2020
821,Nassau Community College,34,Garden City,New York,10-16-2020
822,Nazareth College,8,Rochester,New York,10-16-2020
823,New York Chiropractic College,3,Seneca Falls,New York,10-16-2020
824,New York Institute of Technology,3,Old Westbury,New York,10-16-2020
825,New York Medical College*,3,Valhalla,New York,10-16-2020
826,New York University,251,New York City,New York,10-16-2020
827,Niagara County Community College,9,Sanborn,New York,10-16-2020
828,Niagara University,1,Niagara,New York,10-16-2020
829,Onondaga Community College,14,Syracuse,New York,10-16-2020
830,Orange County Community College,5,Middletown,New York,10-16-2020
831,Pace University,45,New York,New York,10-16-2020
832,Pratt Institute,2,New York City,New York,10-16-2020
833,Rensselaer Polytechnic Institute,5,Troy,New York,10-16-2020
834,Roberts Wesleyan College,4,Rochester,New York,10-16-2020
835,Rochester Institute of Technology,17,Rochester,New York,10-16-2020
836,Rockland Community College,3,Suffern,New York,10-16-2020
837,Russell Sage College,1,Troy,New York,10-16-2020
838,SUNY Albany,154,Albany,New York,10-16-2020
839,SUNY Alfred State College of Technology,16,Alfred,New York,10-16-2020
840,SUNY Binghamton,137,Vestal,New York,10-16-2020
841,SUNY Brockport,10,Brockport,New York,10-16-2020
842,SUNY Broome Community College,8,Binghamton,New York,10-16-2020
843,SUNY Buffalo State,38,Buffalo,New York,10-16-2020
844,SUNY Canton,3,Canton,New York,10-16-2020
845,SUNY Cobleskill,8,Cobleskill,New York,10-16-2020
846,SUNY College at Potsdam,14,Potsdam,New York,10-16-2020
847,SUNY College of Environmental Science and Forestry,3,Syracuse,New York,10-16-2020
848,SUNY College of Optometry,13,New York City,New York,10-16-2020
849,SUNY Corning Community College,8,Corning,New York,10-16-2020
850,SUNY Cortland,225,Cortland,New York,10-16-2020
851,SUNY Delhi,5,Delhi,New York,10-16-2020
852,SUNY Downstate Health Sciences University*,68,New York City,New York,10-16-2020
853,SUNY Empire State College,29,Saratoga Springs,New York,10-16-2020
854,SUNY Geneseo,15,Geneseo,New York,10-16-2020
855,SUNY Maritime College,27,New York City,New York,10-16-2020
856,SUNY Morrisville,2,Morrisville,New York,10-16-2020
857,SUNY New Paltz,45,New Paltz,New York,10-16-2020
858,SUNY Old Westbury,25,Old Westbury,New York,10-16-2020
859,SUNY Oneonta,707,Oneonta,New York,10-16-2020
860,SUNY Oswego,271,Oswego,New York,10-16-2020
861,SUNY Plattsburgh,3,Plattsburgh,New York,10-16-2020
862,SUNY Polytechnic Institute,4,Utica,New York,10-16-2020
863,SUNY Purchase College,23,Purchase,New York,10-16-2020
864,SUNY University at Buffalo,196,Buffalo,New York,10-16-2020
865,SUNY Westchester Community College,59,Valhalla,New York,10-16-2020
866,SUNY at Fredonia,116,Fredonia,New York,10-16-2020
867,Sarah Lawrence College,3,Bronxville,New York,10-16-2020
868,Schenectady County Community College,4,Schenectady,New York,10-16-2020
869,Siena College,39,Loudonville,New York,10-16-2020
870,Skidmore College,4,Saratoga Springs,New York,10-16-2020
871,St. Bonaventure University,7,St. Bonaventure,New York,10-16-2020
872,St. Francis College,2,New York City,New York,10-16-2020
873,St. John Fisher College,3,Rocheser,New York,10-16-2020
874,St. John's University,36,New York City,New York,10-16-2020
875,St. Joseph's College Long Island,3,Patchogue,New York,10-16-2020
876,St. Joseph's College New York,1,New York City,New York,10-16-2020
877,St. Lawrence University,2,Canton,New York,10-16-2020
878,St. Thomas Aquinas College,8,Sparkill,New York,10-16-2020
879,Stony Brook University*,503,Stony Brook,New York,10-16-2020
880,Suffolk County Community College,132,Selden,New York,10-16-2020
881,Syracuse University,124,Syracuse,New York,10-16-2020
882,The College of Saint Rose,2,Albany,New York,10-16-2020
883,"The Graduate Center, CUNY",2,New York City,New York,10-16-2020
884,The New School,2,New York City,New York,10-16-2020
885,Tompkins Cortland Community College,10,Dryden,New York,10-16-2020
886,Touro College,7,New York City,New York,10-16-2020
887,Trocaire College,4,Buffalo,New York,10-16-2020
888,Ulster County Community College,2,Stone Ridge,New York,10-16-2020
889,Union College,8,Schenectady,New York,10-16-2020
890,United States Merchant Marine Academy,3,Kings Point,New York,10-16-2020
891,United States Military Academy West Point,109,West Point,New York,10-16-2020
892,University of Rochester,18,Rochester,New York,10-16-2020
893,Upstate Medical University*,49,Syracuse,New York,10-16-2020
894,Utica College,16,Utica,New York,10-16-2020
895,Vassar College,32,Poughkeepsie,New York,10-16-2020
896,Wagner College,12,New York City,New York,10-16-2020
897,Yeshiva University,3,New York City,New York,10-16-2020
898,Appalachian State University,863,Boone,North Carolina,10-16-2020
899,Barton College,10,Wilson,North Carolina,10-16-2020
900,Belmont Abbey College,63,Belmont,North Carolina,10-16-2020
901,Brevard College,2,Brevard,North Carolina,10-16-2020
902,Campbell University,18,Bules Creek,North Carolina,10-16-2020
903,Carolinas College of Health Sciences*,3,Charlotte,North Carolina,10-16-2020
904,Catawba College,12,Salisbury,North Carolina,10-16-2020
905,Chowan University,3,Murfreesboro,North Carolina,10-16-2020
906,Davidson College,24,Davidson,North Carolina,10-16-2020
907,Duke University,121,Durham,North Carolina,10-16-2020
908,Durham Technical Community College,3,Durham,North Carolina,10-16-2020
909,East Carolina University,"1,297",Greenville,North Carolina,10-16-2020
910,Elizabeth City State University,27,Elizabeth City,North Carolina,10-16-2020
911,Elon University,239,Elon,North Carolina,10-16-2020
912,Fayetteville State University,110,Fayetteville,North Carolina,10-16-2020
