End Date,Source,Lat,Lon,Title,Location,Plan,Details,Date Reported,Link,Ongoing Public Health Situation,State Regulations,Testing Availibility/Turnaround,Transmission on College,Student Health/Safety,Other,Reversal Count,ZIP,FIPS,Classes Start Date,Days until Shift,Cases on Flip,Clusters on Flip,,,,
11/18/2020,[Source](https://www.ohio.edu/news/2020/09/president-nellis-shares-updates-fall-semester-phase-2?utm_source=homepage&utm_medium=topStoryReadMore&utm_campaign=featContentMarquee),39.326798,-82.100985,Ohio University-Main Campus,"Athens, OH",Fewer students on campus,31% of students,9/8/2020,https://www.ohio.edu/news/2020/09/president-nellis-shares-updates-fall-semester-phase-2?utm_source=homepage&utm_medium=topStoryReadMore&utm_campaign=featContentMarquee,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://news.winona.edu/17190/wsu-institutes-self-imposed-campus-quarantine/),44.046159,-91.643723,Winona State University,"Winona, MN",Suspended in-person instruction,2 week campus quarantine,9/8/2020,https://news.winona.edu/17190/wsu-institutes-self-imposed-campus-quarantine/,,,,Yes,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.wvu.edu/return-to-campus/announcements/class-delivery-update-september-7),39.634371,-79.954391,West Virginia University,Morgantown. WV,Suspended in-person instruction,16 days,9/7/2020,https://www.wvu.edu/return-to-campus/announcements/class-delivery-update-september-7,,,,Yes,,,2,,,,,,,,,,
11/18/2020,[Source](https://today.emerson.edu/2020/09/04/emerson-los-angeles-fall-2020-covid-19-update/),34.0977,-118.3198,Emerson College Los Angeles,"Los Angeles, CA",Shift to remote instruction,,9/4/2020,https://today.emerson.edu/2020/09/04/emerson-los-angeles-fall-2020-covid-19-update/,,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.gettysburg.edu/opening/messages/20200904-de-densification-announcement),39.836597,-77.236792,Gettysburg College,"Gettysburg, PA",Fewer students on campus,First-years and small cohort of others,9/4/2020,https://www.gettysburg.edu/opening/messages/20200904-de-densification-announcement,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://jcu.edu/news-center/presidents-update-fall-semester-announcement),41.491321,-81.531338,John Carroll University,"Cleveland Heights, OH",Shift to remote instruction,all fall,9/4/2020,https://jcu.edu/news-center/presidents-update-fall-semester-announcement,,,,,,,2,,,,,,,,,,
11/5/2020,[Source](https://lincolncollege.edu/lincoln-college-temporarily-transitioning-to-remote-learning/),40.155442,-89.36153,Lincoln College,"Lincoln, IL",Suspended in-person instruction,2 weeks,9/4/2020,https://lincolncollege.edu/lincoln-college-temporarily-transitioning-to-remote-learning/,,,,Yes,,,2,,,,,,,,,,
11/18/2020,[Source](https://www.roanoke.edu/about/news/decision_on_return_to_campus),37.294861,-80.055467,Roanoke College,Salem VA,Shift to remote instruction,,9/4/2020,https://www.roanoke.edu/about/news/decision_on_return_to_campus,,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://t.e2ma.net/message/574ldc/96qt6se),42.468861,-75.063632,SUNY Oneonta,"Oneonta, NY",Shift to remote instruction,all fall,9/3/2020,https://t.e2ma.net/message/574ldc/96qt6se,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://news.temple.edu/announcements/2020-09-03/suspension-in-person-classes-fall),39.980546,-75.156859,Temple University,"Philadelphia, PA",Shift to remote instruction,all fall,9/3/2020,https://news.temple.edu/announcements/2020-09-03/suspension-in-person-classes-fall,,,,Yes,,,2,,,,,,,,,,
11/18/2020,[Source](https://pages.sdsu.edu/index.php/email/emailWebview),32.77525,-117.07123,San Diego State University,"San Diego, CA",Suspended in-person instruction,4 weeks,9/2/2020,https://pages.sdsu.edu/index.php/email/emailWebview,,,,Yes,,,1,,,,,,,,,,
11/9/2020,[Source](https://www.tompkinscortland.edu/college-info/fall-2020-reopening-plans),42.502006,-76.287586,Tompkins Cortland Community College,"Dryden, NY",Suspended in-person instruction,2 days,9/2/2020,https://www.tompkinscortland.edu/college-info/fall-2020-reopening-plans,,,,,,,3,,,,,,,,,,
11/18/2020,[Source](https://blogs.illinois.edu/view/6367/1191139226),40.104718,-88.229114,University of Illinois at Urbana-Champaign,"Champaign, IL",Recommended all-campus quarantine,2 weeks,9/2/2020,https://blogs.illinois.edu/view/6367/1191139226,,,,,,,1,,,,,,,,,,
9/14/2020,[Source](http://www.uwyo.edu/uw/news/2020/09/uw-covid-19-cases-trigger-pause-to-fall-semester-return-plan.html),41.311773,-105.57931,University of Wyoming,"Laramie, WY",Delayed in-person start,5 days,9/2/2020,http://www.uwyo.edu/uw/news/2020/09/uw-covid-19-cases-trigger-pause-to-fall-semester-return-plan.html,,,,,,,4,,,,,,,,,,
11/18/2020,[Source](https://mailchi.mp/coloradocollege.edu/tbd-2p7sd6jh0u?e=88f1c6be41),38.84886,-104.8227,Colorado College,"Colorado Springs, CO",Shift to remote instruction,,9/1/2020,https://mailchi.mp/coloradocollege.edu/tbd-2p7sd6jh0u?e=88f1c6be41,,,,Yes,,,1,,,,,,,,,,
9/4/2020,[Source](https://www.gettysburg.edu/opening/messages/20200901-all-student-quarantine),39.836597,-77.236792,Gettysburg College,"Gettysburg, PA",Suspended in-person instruction,all-student quarantine thru September 5,9/1/2020,https://www.gettysburg.edu/opening/messages/20200901-all-student-quarantine,,,,,,,2,,,,,,,,,,
9/14/2020,[Source](https://www.hartwick.edu/news/hartwick-college-switches-to-14-days-of-remote-learning-amid-growing-community-health-concerns/),42.457599,-75.071994,Hartwick College,"Oneonta, NY",Suspended in-person instruction,two weeks,9/1/2020,https://www.hartwick.edu/news/hartwick-college-switches-to-14-days-of-remote-learning-amid-growing-community-health-concerns/,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://www.jmu.edu/news/2020/09/01-online-class-announcement.shtml),38.436311,-78.870484,James Madison University,"Harrisonburg, VA",Suspended in-person instruction,thru September,9/1/2020,https://www.jmu.edu/news/2020/09/01-online-class-announcement.shtml,,,,,,,1,,,,,,,,,,
11/18/2020,[Source](http://www.lockhaven.edu/News/lhuremoteinstruction_09.01.20.html),41.141517,-77.460108,Lock Haven University,"Lock Haven, PA",Suspended in-person instruction,two weeks,9/1/2020,http://www.lockhaven.edu/News/lhuremoteinstruction_09.01.20.html,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://www.csuchico.edu/coronavirus/stories/8-30-onlinetransition.shtml),39.729712,-121.84486,California State University-Chico,"Chico, CA",All remote instruction,,8/30/2020,https://www.csuchico.edu/coronavirus/stories/8-30-onlinetransition.shtml,,,,,,,1,,,,,,,,,,
9/3/2020,[Source](https://t.e2ma.net/message/pvgadc/96qt6se),42.468861,-75.063632,SUNY Oneonta,"Oneonta, NY",Suspended in-person instruction,Two weeks,8/30/2020,https://t.e2ma.net/message/pvgadc/96qt6se,,,,,,,2,,,,,,,,,,
9/3/2020,[Source](https://news.temple.edu/announcements/2020-08-30/in-person-classes-suspended-two-weeks),39.980546,-75.156859,Temple University,"Philadelphia, PA",Suspended in-person instruction,Two weeks,8/30/2020,https://news.temple.edu/announcements/2020-08-30/in-person-classes-suspended-two-weeks,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://www.northwestern.edu/coronavirus-covid-19-updates/developments/undergraduate-students-updated-plans-for-the-fall-quarter.html),42.050356,-87.679858,Northwestern University,"Evanston, IL",Fewer students on campus,Juniors and seniors,8/28/2020,https://www.northwestern.edu/coronavirus-covid-19-updates/developments/undergraduate-students-updated-plans-for-the-fall-quarter.html,Yes,,,,Yes,,1,,,,,,,,,,
11/18/2020,[Source](https://chancellor.ucsb.edu/memos/2020-08-28-covid-19-update-fall-instruction-and-campus-housing),34.416297,-119.84643,"University of California, Santa Barbara","Santa Barbara, CA",Shift to remote instruction,,8/28/2020,https://chancellor.ucsb.edu/memos/2020-08-28-covid-19-update-fall-instruction-and-campus-housing,,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://news.nd.edu/news/notre-dame-to-begin-gradual-resumption-of-in-person-classes-sept-2/),41.703058,-86.238959,University of Notre Dame,"South Bend, IN",Resumed in-person instruction,,8/28/2020,https://news.nd.edu/news/notre-dame-to-begin-gradual-resumption-of-in-person-classes-sept-2/,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://www.bloomu.edu/fall-2020),41.00782,-76.447844,Bloomsburg University of Pennsylvania,"Bloomsburg, PA",All remote instruction,,8/27/2020,https://www.bloomu.edu/fall-2020,,,,Yes,Yes,,1,,,,,,,,,,
11/18/2020,[Source](https://covid.kzoo.edu/2020/08/27/k-shifts-to-fully-virtual-fall-term/),42.290789,-85.601857,Kalamazoo College,"Kalamazoo, MI",All remote instruction,,8/27/2020,https://covid.kzoo.edu/2020/08/27/k-shifts-to-fully-virtual-fall-term/,Yes,,,Yes,,,1,,,,,,,,,,
9/16/2020,[Source](https://udayton.edu/news/articles/2020/08/covid_status_change_update.php),39.739547,-84.176113,University of Dayton,"Dayton, OH",Delayed in-person start,Sept. 14,8/27/2020,https://udayton.edu/news/articles/2020/08/covid_status_change_update.php,,,,,,,3,,,,,,,,,,
11/18/2020,[Source](https://around.uoregon.edu/content/uo-will-pivot-mostly-remote-and-online-instruction-fall-term),44.045146,-123.07579,University of Oregon,"Eugene, OR",Most courses online,,8/27/2020,https://around.uoregon.edu/content/uo-will-pivot-mostly-remote-and-online-instruction-fall-term,Yes,,Yes,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.towson.edu/about/administration/president/communications/2020/st-fall-2020-modality-shift.html),39.393622,-76.611164,Towson University,"Baltimore, MD",All remote instruction,30-Aug,8/26/2020,https://www.towson.edu/about/administration/president/communications/2020/st-fall-2020-modality-shift.html,,,,Yes,Yes,Positive tests in sample,1,,,,,,,,,,
11/18/2020,[Source](https://www.wvwc.edu/2020/08/wesleyan-to-complete-fall-2020-semester-online/),38.990661,-80.218969,West Virginia Wesleyan College,"Buckhannon, WV",All remote instruction,,8/26/2020,https://www.wvwc.edu/2020/08/wesleyan-to-complete-fall-2020-semester-online/,Yes,,,Yes,,,1,26201-2994,54097,,,,,,,,
11/18/2020,[Source](https://wou.edu/feature_stories/email/WOU-Now.html),44.852235,-123.23831,Western Oregon University,"Monmouth, OR",Most courses online,,8/26/2020,https://wou.edu/feature_stories/email/WOU-Now.html,,,,Yes,Yes,,1,,,,,,,,,,
11/18/2020,[Source](https://www.emich.edu/coronavirus/),42.24694,-83.622501,Eastern Michigan University,"Ypsilanti, MI",Delayed in-person start,20-Sep,8/24/2020,https://www.emich.edu/coronavirus/,Yes,,Yes,Yes,,Other institutions,1,,,,,,,,,,
11/18/2020,[Source](https://d3hyc9chiaydi3.cloudfront.net/titans/documents/pdf/VSU_TO_REMAIN_FULLY_ONLINE_FOR_FALL%202020.pdf),37.234692,-77.419026,Virginia State University,"Petersburg, VA",All remote instruction,31-Aug,8/24/2020,https://d3hyc9chiaydi3.cloudfront.net/titans/documents/pdf/VSU_TO_REMAIN_FULLY_ONLINE_FOR_FALL%202020.pdf,Yes,,,Yes,,,1,23806,51041,,,,,,,,
11/18/2020,[Source](http://view.engagement.butler.edu/?qs=5bd6300c50bc2649fb95c7c2f28b0155e2ec6a64bbebaab5bb4bb1e20faf0038dc7efed0d036a13631730962113fa329bad154e31c3e81a5f27ad45d929fa5ef383c19b97057248bc787ffeb12c397ef),39.8374,-86.172167,Butler University,"Indianapolis, IN",Delayed in-person start,2 weeks,8/23/2020,http://view.engagement.butler.edu/?qs=5bd6300c50bc2649fb95c7c2f28b0155e2ec6a64bbebaab5bb4bb1e20faf0038dc7efed0d036a13631730962113fa329bad154e31c3e81a5f27ad45d929fa5ef383c19b97057248bc787ffeb12c397ef,,,,Yes,,"Lack of compliance, quarantine, 2% positivity",1,,,,,,,,,,
11/18/2020,[Source](https://news.ecu.edu/2020/08/23/ecu-to-move-undergraduate-courses-online-for-fall-semester/),35.607186,-77.368291,East Carolina University,"Greenville, NC",Shift to remote instruction,,8/23/2020,https://news.ecu.edu/2020/08/23/ecu-to-move-undergraduate-courses-online-for-fall-semester/,,,,,,,1,,,,,,,,,,
9/16/2020,[Source](https://udayton.edu/president/path-forward/return_to_campus/remote_classes_august_24-28.php),39.739547,-84.176113,University of Dayton,"Dayton, OH",Delayed in-person start,1 week,8/23/2020,https://udayton.edu/president/path-forward/return_to_campus/remote_classes_august_24-28.php,,,,,,,3,,,,,,,,,,
11/18/2020,[Source](https://chancellor.uncc.edu/messages),35.306022,-80.730919,University of North Carolina at Charlotte,"Charlotte, NC",Delayed in-person start,1-Oct,8/23/2020,https://chancellor.uncc.edu/messages,Yes,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.wcsu.edu/reopen/),41.400365,-73.444264,Western Connecticut State University,"Danbury, CT",Delayed in-person start,2 weeks,8/22/2020,https://www.wcsu.edu/reopen/,,,,,,Outbreak in Danbury,1,,,,,,,,,,
11/18/2020,[Source](https://covid-19.ucla.edu/fall-update-shift-to-primarily-remote-instruction-reduced-housing/),34.068892,-118.4439,University of California-Los Angeles,"Los Angeles, CA",Most courses online,,8/21/2020,https://covid-19.ucla.edu/fall-update-shift-to-primarily-remote-instruction-reduced-housing/,,Yes,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://drive.google.com/file/d/1JqCkUw6aI_k2GwAM417J5ME07IU-j2a5/view),44.972851,-93.235464,University of Minnesota-Twin Cities,"Minneapolis, MN",Delayed in-person start,22-Sep,8/21/2020,https://drive.google.com/file/d/1JqCkUw6aI_k2GwAM417J5ME07IU-j2a5/view,,,Yes,Yes,,Other institutions,1,,,,,,,,,,
11/18/2020,[Source](https://www.gbc.edu/fall2020/PresidentialAddress.html),39.741501,-75.689624,Goldey-Beacom College,"Baltimore, MD",All remote instruction,,8/20/2020,https://www.gbc.edu/fall2020/PresidentialAddress.html,Yes,,,Yes,,Other institutions,1,,,,,,,,,,
11/18/2020,[Source](https://www.lasalle.edu/blog/2020/08/20/updates-and-changes-to-our-fall-2020-plan/),40.037979,-75.153061,La Salle University,"Philadelphia, PA",Most courses online,,8/20/2020,https://www.lasalle.edu/blog/2020/08/20/updates-and-changes-to-our-fall-2020-plan/,Yes,,,Yes,,Other institutions,1,,,,,,,,,,
11/18/2020,[Source](https://www.ncsu.edu/coronavirus/fall-semester-undergraduate-classes-moving-online/),35.785111,-78.674517,North Carolina State University at Raleigh,"Raleigh, NC",Shift to remote instruction,,8/20/2020,https://www.ncsu.edu/coronavirus/fall-semester-undergraduate-classes-moving-online/,,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://today.rowan.edu/news/2020/08/updates-for-fall-course-delivery-plans.html?utm_medium=tweet&utm_source=twitter_organic&utm_campaign=rowan_affinity&utm_content=aug20updates),39.709108,-75.119119,Rowan University,"Glassboro, NJ",Expanded in-person instruction,,8/20/2020,https://today.rowan.edu/news/2020/08/updates-for-fall-course-delivery-plans.html?utm_medium=tweet&utm_source=twitter_organic&utm_campaign=rowan_affinity&utm_content=aug20updates,,Yes,,,,,2,8028,34015,,,,,,,,
11/18/2020,[Source](https://drexel.edu/now/archive/2020/August/Drexel-undergraduate-courses-to-remain-online/),39.955217,-75.190051,Drexel University,"Philadelphia, PA",All remote instruction,,8/19/2020,https://drexel.edu/now/archive/2020/August/Drexel-undergraduate-courses-to-remain-online/,Yes,,,,,Other institutions,1,19104,42101,,,,,,,,
11/18/2020,[Source](https://pittnews.com/article/159235/featured/pitt-announces-no-in-person-classes-until-at-least-sept-14/),40.444388,-79.953254,University of Pittsburgh-Pittsburgh Campus,"Pittsburgh, PA",Delayed in-person start,14-Sep,8/19/2020,https://pittnews.com/article/159235/featured/pitt-announces-no-in-person-classes-until-at-least-sept-14/,,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.ithaca.edu/news/revised-plan-fall-opening),42.422154,-76.494136,Ithaca College,"Ithaca, NY",All remote instruction,,8/18/2020,https://www.ithaca.edu/news/revised-plan-fall-opening,Yes,,,,Yes,,1,,,,,,,,,,
9/12/2020,[Source](https://president.msu.edu/communications/messages-statements/2020_community_letters/2020-08-18-plans-change.html),42.73212,-84.476111,Michigan State University,"East Lansing, MI",All remote instruction,,8/18/2020,https://president.msu.edu/communications/messages-statements/2020_community_letters/2020-08-18-plans-change.html,Yes,,,Yes,Yes,Other institutions,2,,,,,,,,,,
8/28/2020,[Source](https://news.nd.edu/news/notre-dame-enacts-two-weeks-of-remote-instruction/),41.703058,-86.238959,University of Notre Dame,"South Bend, IN",Suspended in-person instruction,,8/18/2020,https://news.nd.edu/news/notre-dame-enacts-two-weeks-of-remote-instruction/,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://www.unc.edu/posts/2020/08/17/shift-to-remote/),35.911769,-79.050969,University of North Carolina at Chapel Hill,"Chapel Hill, NC",All remote instruction,,8/17/2020,https://www.unc.edu/posts/2020/08/17/shift-to-remote/,,,,,,,1,,,,,,,,,,
11/11/2020,[Source](https://www.shu.edu/health-intervention-communication/news/fall-2020-semester-update-for-students.cfm),40.742336,-74.246027,Seton Hall University,"South Orange, NJ",Expanded in-person instruction,,8/15/2020,https://www.shu.edu/health-intervention-communication/news/fall-2020-semester-update-for-students.cfm,,,,,,,3,,,,,,,,,,
11/18/2020,[Source](https://alert.barnard.edu/fall-2020-remote-plan),40.810098,-73.963346,Barnard College,"New York, NY",All remote instruction,,8/14/2020,https://alert.barnard.edu/fall-2020-remote-plan,Yes,Yes,,,,,1,,,8/10/2020,7,324,4,,,,
11/18/2020,[Source](https://covid19.columbia.edu/news/president-bollinger-provides-update-fall-term),40.808286,-73.961885,Columbia University in the City of New York,"New York, NY",All remote instruction,,8/14/2020,https://covid19.columbia.edu/news/president-bollinger-provides-update-fall-term,Yes,Yes,,,Yes,,1,,,,,,,,,,
11/18/2020,[Source](https://health.blog.gustavus.edu/2020/08/14/important-update-fall-classes-and-on-campus-living/),44.323626,-93.972196,Gustavus Adolphus College,"Saint Peter, MN",Fewer students on campus,First-year students and others,8/14/2020,https://health.blog.gustavus.edu/2020/08/14/important-update-fall-classes-and-on-campus-living/,Yes,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.hmc.edu/coronavirus-information/2020/08/14/hmc-transitions-to-remote-learning-for-fall-2020/),34.106515,-117.70984,Harvey Mudd College,"Claremont, CA",All remote instruction,,8/14/2020,https://www.hmc.edu/coronavirus-information/2020/08/14/hmc-transitions-to-remote-learning-for-fall-2020/,,Yes,,,,,1,,,8/10/2020,8,147,,,,,
11/18/2020,[Source](https://www.rider.edu/news/2020/08/14/fall-2020-resolved-and-ready-plan-update),40.278796,-74.737833,Rider University,"Lawrenceville, NJ",Delayed in-person start,,8/14/2020,https://www.rider.edu/news/2020/08/14/fall-2020-resolved-and-ready-plan-update,,Yes,,,,,2,,,,,,,,,,
11/16/2020,[Source](https://www.westfield.ma.edu/safe-fall-opening),42.132698,-72.796503,Westfield State University,"Westfield, MA",Delayed in-person start,29-Sep,8/14/2020,https://www.westfield.ma.edu/safe-fall-opening,,,,,Yes,,3,,,,,,,,,,
11/18/2020,[Source](https://coronavirus.caltech.edu/updates/general/81320),34.137349,-118.12588,California Institute of Technology,"Pasadena, CA",All remote instruction,,8/13/2020,https://coronavirus.caltech.edu/updates/general/81320,,Yes,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://healthalerts.stanford.edu/covid-19/2020/08/13/autumn-update/),37.429434,-122.16736,Stanford University,"Stanford, CA",Most courses online,,8/13/2020,https://healthalerts.stanford.edu/covid-19/2020/08/13/autumn-update/,Yes,Yes,,Yes,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.becker.edu/updated-fall-2020-plans/),42.269171,-71.811894,Becker College,"Worcester, MA",All remote instruction,,8/12/2020,https://www.becker.edu/updated-fall-2020-plans/,Yes,,,,Yes,,1,,,8/10/2020,10,205,9,,,,
11/18/2020,[Source](https://resources.depaul.edu/coronavirus/updates/Pages/8-12-student.aspx),41.877618,-87.62724,DePaul University,"Chicago, IL",Most courses online,,8/12/2020,https://resources.depaul.edu/coronavirus/updates/Pages/8-12-student.aspx,Yes,,,,Yes,,1,,,,,,,,,,
9/4/2020,[Source](https://jcu.edu/news-center/jcu-presidents-update-return-campus-delay),41.491321,-81.531338,John Carroll University,"Cleveland Heights, OH",Delayed in-person start,21-Sep,8/12/2020,https://jcu.edu/news-center/jcu-presidents-update-return-campus-delay,,,,,,,2,,,,,,,,,,
9/14/2020,"[Source](http://www.uwyo.edu/uw/news/2020/08/uw-revises-plan-for-fall-semester,-moves-to-phased-return-to-campus.html)",41.311773,-105.57931,University of Wyoming,"Laramie, WY",Delayed in-person start,7-Sep,8/12/2020,"http://www.uwyo.edu/uw/news/2020/08/uw-revises-plan-for-fall-semester,-moves-to-phased-return-to-campus.html",,,Yes,,,,4,,,,,,,,,,
11/17/2020,[Source](https://www.brown.edu/news/2020-08-11/healthy-phases),41.82617,-71.40385,Brown University,Provience,Delayed in-person start,5-Oct,8/11/2020,https://www.brown.edu/news/2020-08-11/healthy-phases,Yes,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://chaminade.edu/coronavirus/),21.28995,-157.80785,Chaminade University of Honolulu,"Honolulu, HI",Delayed in-person start,14-Sep,8/11/2020,https://chaminade.edu/coronavirus/,,,,,Yes,,1,,,,,,,,,,
11/18/2020,[Source](https://news.morgan.edu/covid-19-remote-only/),39.344161,-76.585565,Morgan State University,"Baltimore, MD",All remote instruction,,8/11/2020,https://news.morgan.edu/covid-19-remote-only/,Yes,,Yes,,Yes,,1,,,8/10/2020,13,61,9,,,,
11/18/2020,[Source](https://covid.oregonstate.edu/latest-updates/most-osu-corvallis-campus-fall-instruction-be-offered-remotely-and-online-0),44.56395,-123.27472,Oregon State University,"Corvallis, OR",Most courses online,90%,8/11/2020,https://covid.oregonstate.edu/latest-updates/most-osu-corvallis-campus-fall-instruction-be-offered-remotely-and-online-0,Yes,,,,Yes,,1,,,,,,,,,,
8/14/2020,[Source](https://www.rider.edu/news/2020/08/11/letter-president-dellomo-operating-plan-fall-2020),40.278796,-74.737833,Rider University,"Lawrenceville, NJ",All remote instruction,,8/11/2020,https://www.rider.edu/news/2020/08/11/letter-president-dellomo-operating-plan-fall-2020,,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://today.uconn.edu/2020/08/letter-president-katsouleas-regarding-state-students/#),41.809098,-72.249948,University of Connecticut,"Storrs, CT",Fewer students on campus,Out-of-state students with all courses online,8/11/2020,https://today.uconn.edu/2020/08/letter-president-katsouleas-regarding-state-students/#,Yes,Yes,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://fall-2020-planning.upenn.edu/announcement/revision-fall-semester-plans-regarding-campus-housing-tuition-and-fees),39.950929,-75.19391,University of Pennsylvania,"Philadelphia, PA",Most courses online,,8/11/2020,https://fall-2020-planning.upenn.edu/announcement/revision-fall-semester-plans-regarding-campus-housing-tuition-and-fees,Yes,Yes,Yes,,Yes,,1,19104-6303,42101,,,,,,,,
10/30/2020,[Source](https://www.assumption.edu/news-and-events/news/university-begin-fall-semester-remotely-students-return-end-august),42.294226,-71.828991,Assumption University,"Worcester, MA",Delayed in-person start,,8/10/2020,https://www.assumption.edu/news-and-events/news/university-begin-fall-semester-remotely-students-return-end-august,Yes,,,,,,2,,,,,,,,,,
11/18/2020,[Source](https://www.holycross.edu/2019-novel-coronavirus-covid-19-information/communications/important-fall-semester-update),42.23752,-71.808214,College of the Holy Cross,"Worcester, MA",All remote instruction,,8/10/2020,https://www.holycross.edu/2019-novel-coronavirus-covid-19-information/communications/important-fall-semester-update,Yes,Yes,Yes,,Yes,,1,01610-2395,25027,,,,,,,,
11/18/2020,[Source](https://columbiachronicle.com/breaking-first-two-weeks-of-classes-will-be-taught-completely-online),41.874261,-87.624667,Columbia College Chicago,"Chicago, IL",Delayed in-person start,8-Sep,8/10/2020,https://columbiachronicle.com/breaking-first-two-weeks-of-classes-will-be-taught-completely-online,Yes,Yes,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.wjhl.com/local-coronavirus-coverage/etsu-president-about-20-percent-of-classes-to-be-held-in-person-this-fall/),36.301643,-82.366954,East Tennessee State University,"Johnson City, TN",Most courses online,80%,8/10/2020,https://www.wjhl.com/local-coronavirus-coverage/etsu-president-about-20-percent-of-classes-to-be-held-in-person-this-fall/,Yes,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.flsouthern.edu/news/recent/2020/general/covid-19-conditions-require-fsc-to-change-fall-ope.aspx),28.032443,-81.948203,Florida Southern College,"Lakeland, FL",Fewer students on campus,,8/10/2020,https://www.flsouthern.edu/news/recent/2020/general/covid-19-conditions-require-fsc-to-change-fall-ope.aspx,Yes,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.macalester.edu/covid-19/recent-updates/president-rivera-to-students-and-families-adjusting-our-return-to-campus-plan/),44.938565,-93.168053,Macalester College,"St. Paul, MN",Fewer students on campus,First-years and transfers for Module 1,8/10/2020,https://www.macalester.edu/covid-19/recent-updates/president-rivera-to-students-and-families-adjusting-our-return-to-campus-plan/,Yes,,,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.oberlin.edu/campus-resources/bulletins/covid-19-strategy-update-august-10-2020),41.291992,-82.216795,Oberlin College,"Oberlin, OH",Delayed in-person start,First week online,8/10/2020,https://www.oberlin.edu/campus-resources/bulletins/covid-19-strategy-update-august-10-2020,,,Yes,,,,1,,,,,,,,,,
11/18/2020,[Source](https://www.hawaii.edu/news/email/events/august10.html),21.298598,-157.81898,University of Hawaii at Manoa,"Manoa, HI",Most courses online,,8/10/2020,https://www.hawaii.edu/news/email/events/august10.html,Yes,,,,,,1,,,,,,,,,,
11/13/2020,[Source](https://umd.edu/virusinfo/emails/081020),38.988178,-76.944721,University of Maryland-College Park,"College Park, MD",Delayed in-person start,14-Sep,8/10/2020,https://umd.edu/virusinfo/emails/081020,Yes,,,,,,3,20742,24033,,,,,,,,
11/18/2020,[Source](https://newsroom.howard.edu/newsroom/article/12986/re-opening-decision-update),38.922392,-77.018966,Howard University,"Washington, DC",All remote instruction,,8/7/2020,https://newsroom.howard.edu/newsroom/article/12986/re-opening-decision-update,Yes,Yes,Yes,,Yes,Communities of color,1,20059-0001,11001,,,,,,,,
11/18/2020,[Source](https://www.mtholyoke.edu/president/important-message-president-sonya-stephens-about-fall-2020),42.256838,-72.575511,Mount Holyoke College,"South Hadley, MA",All remote instruction,,8/7/2020,https://www.mtholyoke.edu/president/important-message-president-sonya-stephens-about-fall-2020,Yes,,,,Yes,,1,01075-1489,25015,,,,,,,,
11/18/2020,[Source](https://www.otterbein.edu/news/otterbein-moves-to-phased-return-plan-for-student-safety/),40.125327,-82.936444,Otterbein University,"Westerville, OH",Delayed in-person start,14-Sep,8/7/2020,https://www.otterbein.edu/news/otterbein-moves-to-phased-return-plan-for-student-safety/,Yes,Yes,,,,,1,43081,39049,,,,,,,,
11/18/2020,[Source](https://fall2020.princeton.edu/news/president-eisgruber-update-fall-2020-undergraduate-education-be-fully-remote),40.348732,-74.659365,Princeton University,"Princeton, NJ",All remote instruction,,8/7/2020,https://fall2020.princeton.edu/news/president-eisgruber-update-fall-2020-undergraduate-education-be-fully-remote,Yes,Yes,,,Yes,,1,08544-0070,34021,,,,,,,,
11/18/2020,[Source](https://bloomfield.edu/about-us/planning-fall-semester/communication),40.795105,-74.194309,Bloomfield College,"Bloomfield, NJ",Delayed in-person start,,8/6/2020,https://bloomfield.edu/about-us/planning-fall-semester/communication,,Yes,,,Yes,,1,7003,34013,8/24/2020,8,8,3,,,,
11/18/2020,[Source](https://covidinfo.jhu.edu/information-for-undergraduate-students/),39.328977,-76.621595,Johns Hopkins University,"Baltimore, MD",All remote instruction,,8/6/2020,https://covidinfo.jhu.edu/information-for-undergraduate-students/,Yes,,,,,,1,21218-2688,24510,8/17/2020,15,64,,,,,
